0 12 32 198 520 227 11 0 0 0 0 0 0 0 0 0 0 
0 4 19 112 386 355 124 0 0 0 0 0 0 0 0 0 0 
0 5 65 209 472 210 39 0 0 0 0 0 0 0 0 0 0 
1 0 24 150 363 393 67 2 0 0 0 0 0 0 0 0 0 
