201 269 256 0 0 0 
52 425 15 0 0 0 
11 71 0 0 0 0 
0 0 0 0 0 0 
0 24 20 0 0 0 
77 301 56 0 0 0 
22 42 0 0 0 0 
218 266 56 86 0 0 
192 568 152 0 0 0 
57 299 156 0 0 0 
