0 70 11 0 0 
0 55 4 0 0 
11 48 5 0 0 
0 112 0 0 0 
36 92 7 0 0 
2 121 2 0 0 
9 121 0 0 0 
15 110 13 0 0 
0 64 0 0 0 
27 121 12 0 0 
13 133 14 0 0 
0 85 32 0 0 
0 17 0 0 0 
0 149 7 0 0 
0 115 22 0 0 
5 145 1 0 0 
17 128 1 0 0 
98 86 2 0 0 
0 37 0 0 0 
14 70 2 0 0 
3 106 9 0 0 
8 138 21 0 0 
4 102 21 0 0 
0 118 13 0 0 
51 131 30 0 0 
0 73 6 0 0 
19 159 6 0 0 
6 90 0 0 0 
0 43 0 0 0 
9 54 42 0 0 
3 25 0 0 0 
0 75 0 0 0 
0 50 0 0 0 
0 88 0 0 0 
7 93 0 0 0 
4 67 2 0 0 
0 68 0 0 0 
16 54 10 0 0 
0 34 0 0 0 
0 77 18 0 0 
0 150 0 0 0 
7 68 13 0 0 
12 71 4 0 0 
0 4 6 0 0 
38 124 3 0 0 
0 48 5 0 0 
0 120 11 0 0 
0 20 0 0 0 
26 94 6 0 0 
0 55 4 0 0 
3 107 2 0 0 
11 103 4 0 0 
9 32 0 0 0 
27 88 3 0 0 
10 122 1 0 0 
21 168 2 0 0 
0 94 0 0 0 
9 26 0 0 0 
0 95 11 0 0 
0 84 10 0 0 
5 46 13 0 0 
0 20 13 0 0 
3 105 6 0 0 
0 34 3 0 0 
1 53 6 0 0 
1 91 19 0 0 
8 90 1 0 0 
1 47 0 0 0 
5 163 21 0 0 
7 61 0 0 0 
10 104 1 0 0 
18 151 3 0 0 
23 148 2 0 0 
6 51 0 0 0 
32 79 1 0 0 
4 120 1 0 0 
7 101 1 0 0 
5 104 6 0 0 
23 178 5 0 0 
5 124 0 0 0 
0 37 0 0 0 
5 65 32 0 0 
0 58 14 0 0 
47 16 0 0 0 
0 0 0 0 0 
1 66 7 0 0 
3 107 4 0 0 
42 197 0 0 0 
0 160 3 0 0 
21 75 19 0 0 
0 104 13 0 0 
9 92 29 0 0 
12 97 0 0 0 
3 61 16 0 0 
49 49 27 0 0 
6 204 22 0 0 
15 38 0 0 0 
8 115 7 0 0 
0 16 7 0 0 
0 86 10 0 0 
