0 48 96 
0 3 204 
0 11 115 
0 27 191 
0 62 153 
0 22 153 
0 4 116 
0 22 155 
0 43 163 
0 32 168 
0 31 260 
0 7 231 
0 46 183 
0 8 132 
0 4 182 
0 4 247 
0 12 196 
0 19 209 
0 2 173 
0 5 135 
0 10 192 
0 7 165 
0 24 63 
0 23 292 
0 39 186 
0 9 83 
0 29 145 
0 40 332 
0 64 299 
0 11 189 
0 5 195 
0 24 193 
0 25 172 
0 19 177 
0 14 194 
0 11 139 
0 6 221 
0 12 241 
0 10 108 
0 8 106 
0 55 126 
0 10 149 
0 6 213 
0 1 161 
0 17 291 
0 2 251 
0 25 191 
0 24 126 
0 41 196 
0 3 217 
0 57 188 
0 14 171 
0 0 225 
0 22 198 
0 8 148 
0 2 197 
0 16 143 
0 30 144 
0 30 105 
0 40 124 
0 13 292 
0 34 164 
0 13 138 
0 56 170 
0 2 166 
0 23 97 
0 8 110 
0 36 83 
0 16 166 
0 14 152 
0 14 206 
0 13 233 
0 21 239 
0 0 129 
0 3 153 
0 9 149 
0 9 196 
0 1 177 
0 13 147 
0 19 145 
0 9 156 
0 27 253 
0 5 125 
0 0 117 
0 16 205 
0 42 178 
0 10 150 
0 13 278 
0 23 169 
0 11 171 
0 11 131 
0 58 178 
0 15 155 
0 10 209 
0 4 170 
0 27 110 
0 30 180 
0 30 210 
0 5 283 
0 34 178 
0 15 210 
0 21 152 
0 14 158 
0 6 322 
0 15 222 
0 50 130 
0 15 191 
0 4 165 
0 9 182 
0 12 142 
0 15 245 
0 2 217 
0 1 186 
0 16 138 
0 71 111 
0 36 223 
0 2 197 
0 13 125 
0 25 158 
0 6 177 
0 51 114 
0 7 249 
0 7 217 
0 15 148 
0 11 145 
0 13 244 
0 10 155 
0 17 106 
0 38 125 
0 6 152 
0 1 171 
0 15 155 
0 10 141 
0 5 154 
0 11 132 
0 31 119 
0 5 239 
0 0 194 
0 19 151 
0 11 157 
0 62 155 
0 6 179 
0 6 130 
0 31 152 
0 1 104 
0 16 159 
0 19 116 
0 0 102 
0 35 183 
0 13 136 
0 8 133 
0 9 188 
0 5 122 
0 39 165 
0 19 147 
0 6 203 
0 20 169 
0 43 301 
0 12 142 
0 4 84 
0 8 173 
0 11 119 
0 35 206 
0 11 89 
0 39 128 
0 36 102 
0 3 179 
0 34 200 
0 43 153 
0 21 255 
0 38 147 
0 19 130 
0 34 195 
0 26 129 
0 36 130 
0 11 208 
0 23 224 
0 10 192 
0 6 127 
0 15 256 
0 18 311 
0 20 222 
0 26 157 
0 6 165 
0 1 149 
0 10 134 
0 17 153 
0 5 126 
0 24 104 
0 22 143 
0 10 111 
0 17 135 
0 1 168 
0 0 144 
0 55 200 
0 5 62 
0 17 319 
0 13 160 
0 22 121 
0 7 146 
0 11 140 
0 0 162 
0 20 146 
0 0 135 
0 5 156 
0 4 142 
0 22 95 
0 19 207 
0 8 281 
0 28 191 
0 10 233 
0 3 218 
0 11 151 
0 6 140 
0 14 236 
0 0 178 
0 12 160 
0 25 185 
0 21 177 
0 17 190 
0 37 204 
0 6 110 
0 5 110 
0 4 147 
0 1 301 
0 42 122 
0 5 281 
0 38 134 
0 31 194 
0 31 180 
0 17 164 
0 19 93 
0 42 180 
0 26 223 
0 23 176 
0 40 107 
0 11 159 
0 7 195 
0 26 169 
0 18 176 
0 3 156 
0 1 101 
0 4 166 
0 24 163 
0 15 154 
0 25 173 
0 1 319 
0 6 103 
0 24 214 
0 5 201 
0 54 125 
0 14 212 
0 5 187 
0 25 172 
0 24 118 
0 15 170 
0 0 208 
0 21 171 
0 4 172 
0 27 167 
0 10 115 
0 54 198 
0 13 200 
0 14 153 
0 2 247 
0 8 112 
0 19 112 
0 1 208 
0 11 257 
0 4 212 
0 3 196 
0 63 98 
0 4 185 
0 2 161 
0 28 159 
0 3 165 
0 15 152 
0 25 164 
0 0 171 
0 5 195 
0 4 205 
0 18 262 
0 18 127 
0 63 88 
0 14 116 
0 18 308 
0 4 175 
0 3 153 
0 16 167 
0 13 174 
0 27 162 
0 25 155 
0 1 165 
0 17 225 
0 13 185 
0 17 164 
0 30 209 
0 5 200 
0 0 131 
0 29 148 
0 14 170 
0 14 155 
0 9 161 
0 5 193 
0 2 206 
0 11 171 
0 12 158 
0 33 193 
0 43 113 
0 49 141 
0 3 123 
0 0 154 
0 11 117 
0 20 375 
0 8 211 
0 3 318 
0 30 100 
0 5 245 
0 7 127 
0 13 182 
0 11 150 
0 11 259 
0 25 179 
0 5 150 
0 5 159 
0 5 269 
0 6 278 
0 36 185 
0 0 204 
0 25 187 
0 13 254 
0 0 200 
0 10 220 
0 10 116 
0 12 114 
0 11 148 
0 6 212 
0 9 119 
0 7 165 
0 0 138 
0 11 146 
0 1 130 
0 7 189 
0 19 95 
0 11 190 
0 14 149 
0 0 108 
0 38 140 
0 27 120 
0 20 141 
0 13 148 
0 18 127 
0 26 201 
0 19 132 
0 13 159 
0 5 157 
0 23 219 
0 0 179 
0 13 178 
0 3 193 
0 16 125 
0 30 134 
0 16 106 
0 34 180 
0 14 221 
0 4 195 
0 15 173 
0 17 117 
0 26 175 
0 44 183 
0 34 159 
0 3 252 
0 22 157 
0 28 137 
0 13 83 
0 7 224 
0 62 127 
0 40 152 
0 31 206 
0 2 116 
0 24 135 
0 0 113 
0 16 238 
0 24 149 
0 20 194 
0 3 133 
0 24 180 
0 27 158 
0 4 269 
0 10 103 
0 16 184 
0 3 228 
0 12 121 
0 28 113 
0 14 239 
0 7 161 
0 5 156 
0 7 177 
0 11 117 
0 30 122 
0 34 153 
0 6 157 
0 38 130 
0 4 64 
0 23 108 
0 27 137 
0 16 238 
0 10 98 
0 4 168 
0 4 203 
0 1 133 
0 54 134 
0 14 155 
0 4 134 
0 10 206 
0 15 212 
0 3 177 
0 27 182 
0 23 137 
0 26 177 
0 3 231 
0 1 221 
0 12 191 
0 8 201 
0 4 56 
0 10 225 
0 3 212 
0 36 193 
0 39 223 
0 14 145 
0 17 164 
0 19 146 
0 4 185 
0 0 212 
0 10 173 
0 13 206 
0 4 164 
0 3 362 
0 28 184 
0 28 253 
0 37 216 
0 10 189 
0 14 160 
0 24 184 
0 11 207 
0 42 226 
0 29 202 
0 18 165 
0 16 185 
0 19 121 
0 10 146 
0 14 158 
0 3 245 
0 19 121 
0 31 116 
0 13 211 
0 6 152 
0 42 104 
0 23 232 
0 38 173 
0 6 118 
0 8 111 
0 10 166 
0 49 174 
0 3 149 
0 0 187 
0 18 157 
0 18 173 
0 6 158 
0 24 144 
0 52 97 
0 6 277 
0 15 122 
0 17 183 
0 6 192 
0 29 142 
0 13 184 
0 23 97 
0 0 216 
0 31 125 
0 4 153 
0 15 187 
0 4 135 
0 11 223 
0 2 231 
0 6 188 
0 12 194 
0 3 182 
0 39 157 
0 16 144 
0 8 140 
0 10 195 
0 15 166 
0 6 160 
0 11 207 
0 6 118 
0 4 162 
0 48 82 
0 42 170 
0 34 182 
0 16 197 
0 12 152 
0 3 145 
0 38 107 
0 34 179 
0 18 136 
0 7 210 
0 2 223 
0 1 235 
0 7 144 
0 15 193 
0 5 264 
0 2 265 
0 14 167 
0 6 139 
0 23 193 
0 0 103 
0 10 193 
0 51 92 
0 7 165 
0 28 187 
0 21 210 
0 6 119 
0 4 175 
0 22 166 
0 17 159 
0 14 186 
0 44 259 
0 1 183 
0 25 42 
0 34 104 
0 35 229 
0 0 94 
0 13 64 
0 14 126 
0 22 186 
0 5 163 
0 27 161 
0 32 173 
0 31 101 
0 31 170 
0 15 174 
0 7 219 
0 60 172 
0 8 159 
0 37 174 
0 56 98 
0 2 209 
0 47 142 
0 0 143 
0 4 165 
0 51 134 
0 15 248 
0 3 218 
0 4 186 
0 34 115 
0 23 180 
0 17 228 
0 13 164 
0 8 214 
0 19 198 
0 31 145 
0 12 202 
0 10 187 
0 46 104 
0 17 199 
0 17 132 
0 23 221 
0 32 155 
0 9 95 
0 18 173 
0 9 180 
0 2 165 
0 39 167 
0 5 254 
0 20 142 
0 38 210 
0 13 234 
0 41 159 
0 1 109 
0 19 286 
0 15 316 
0 4 244 
0 0 205 
0 20 131 
0 28 120 
0 13 209 
0 26 154 
0 18 197 
0 40 191 
0 10 165 
0 69 94 
0 26 139 
0 2 181 
0 0 103 
0 22 171 
0 25 188 
0 7 118 
0 18 143 
0 22 196 
0 8 189 
0 12 102 
0 4 179 
0 34 184 
0 21 127 
0 14 187 
0 26 262 
0 11 158 
0 3 286 
0 7 187 
0 19 124 
0 8 106 
0 9 75 
0 15 128 
0 8 247 
0 20 210 
0 16 83 
0 9 209 
0 47 117 
0 11 206 
0 7 107 
0 1 240 
0 15 216 
0 20 142 
0 14 104 
0 17 272 
0 0 206 
0 11 188 
0 16 196 
0 1 129 
0 24 110 
0 8 199 
0 26 164 
0 37 127 
0 24 183 
0 15 230 
0 1 56 
0 90 144 
0 36 132 
0 18 315 
0 9 230 
0 17 242 
0 52 141 
0 42 164 
0 6 131 
0 13 99 
0 14 182 
0 24 97 
0 18 106 
0 4 145 
0 6 93 
0 34 197 
0 3 167 
0 36 149 
0 21 60 
0 19 135 
0 15 170 
0 27 160 
0 1 334 
0 24 202 
0 3 135 
0 7 169 
0 12 116 
0 18 146 
0 9 138 
0 35 240 
0 8 160 
0 32 258 
0 10 206 
0 19 208 
0 5 171 
0 21 166 
0 43 112 
0 25 112 
0 0 207 
0 4 119 
0 31 148 
0 17 177 
0 18 195 
0 3 177 
0 34 153 
0 27 153 
0 3 183 
0 14 182 
0 9 194 
0 22 211 
0 17 97 
0 11 209 
0 14 189 
0 32 240 
0 7 223 
0 27 126 
0 7 174 
0 55 185 
0 19 162 
0 7 185 
0 1 165 
0 9 145 
0 12 212 
0 3 196 
0 19 168 
0 35 188 
0 5 153 
0 10 371 
0 15 130 
0 5 121 
0 5 186 
0 40 141 
0 4 67 
0 24 338 
0 0 213 
0 35 182 
0 36 227 
0 10 258 
0 13 227 
0 58 143 
0 13 112 
0 5 171 
0 6 57 
0 44 298 
0 16 171 
0 22 146 
0 57 90 
0 18 224 
0 10 205 
0 51 156 
0 20 230 
0 15 181 
0 22 158 
0 20 108 
0 16 183 
0 3 290 
0 39 135 
0 25 152 
0 4 117 
0 21 163 
0 13 221 
0 8 130 
0 42 189 
0 14 79 
0 31 103 
0 21 161 
0 37 170 
0 74 141 
0 24 162 
0 24 138 
0 4 200 
0 46 123 
0 25 180 
0 5 129 
0 4 167 
0 28 172 
0 69 177 
0 23 154 
0 4 125 
0 6 153 
0 23 79 
0 1 175 
0 8 181 
0 5 232 
0 6 160 
0 17 147 
0 29 204 
0 13 153 
0 15 120 
0 4 126 
0 15 169 
0 41 159 
0 32 170 
0 17 192 
0 22 159 
0 25 180 
0 9 124 
0 12 164 
0 9 150 
0 17 135 
0 14 155 
0 8 243 
0 0 175 
0 31 125 
0 27 150 
0 8 456 
0 52 113 
0 16 209 
0 57 128 
0 9 161 
0 25 282 
0 11 138 
0 3 184 
0 2 178 
0 22 185 
0 52 170 
0 41 278 
0 5 157 
0 10 279 
0 24 291 
0 3 330 
0 6 137 
0 33 200 
0 13 190 
0 5 142 
0 23 186 
0 25 161 
0 11 165 
0 5 194 
0 0 125 
0 24 152 
0 21 142 
0 21 152 
0 11 165 
0 13 257 
0 14 115 
0 21 94 
0 8 117 
0 16 132 
0 7 207 
0 7 145 
0 39 188 
0 17 149 
0 3 120 
0 11 107 
0 12 208 
0 11 210 
0 0 199 
0 28 282 
0 28 170 
0 17 171 
0 5 118 
0 24 120 
0 16 117 
0 14 237 
0 28 138 
0 11 258 
0 27 257 
0 16 223 
0 3 195 
0 11 169 
0 32 114 
0 0 138 
0 9 98 
0 16 171 
0 37 142 
0 56 133 
0 28 167 
0 23 127 
0 26 130 
0 14 147 
0 38 74 
0 33 180 
0 9 149 
0 6 190 
0 23 189 
0 6 168 
0 0 119 
0 43 251 
0 67 78 
0 13 181 
0 36 90 
0 0 193 
0 14 121 
0 13 240 
0 17 204 
0 27 153 
0 13 326 
0 10 204 
0 14 136 
0 49 199 
0 0 206 
0 31 199 
0 27 161 
0 4 178 
0 4 151 
0 8 177 
0 22 133 
0 21 182 
0 5 175 
0 6 171 
0 8 176 
0 11 210 
0 9 187 
0 12 147 
0 9 363 
0 9 204 
0 1 191 
0 12 200 
0 19 170 
0 3 141 
0 28 177 
0 14 225 
0 36 136 
0 35 247 
0 22 202 
0 6 146 
0 9 221 
0 8 87 
0 41 287 
0 8 131 
0 27 243 
0 6 160 
0 14 259 
0 6 174 
0 14 182 
0 6 162 
0 16 239 
0 8 202 
0 7 213 
0 7 116 
0 27 174 
0 42 182 
0 18 244 
0 28 113 
0 12 170 
0 1 268 
0 7 203 
0 0 167 
0 10 178 
0 19 146 
0 17 220 
0 9 218 
0 2 215 
0 4 236 
0 1 133 
0 9 156 
0 25 91 
0 12 179 
0 7 189 
0 18 139 
0 10 142 
0 7 218 
0 8 120 
0 12 145 
0 15 194 
0 11 145 
0 16 150 
0 32 155 
0 2 253 
0 6 231 
0 16 210 
0 3 231 
0 27 79 
0 17 182 
0 11 136 
0 25 131 
0 40 149 
0 13 134 
0 11 232 
0 17 128 
0 15 190 
0 51 127 
0 18 148 
0 0 225 
0 46 229 
