0 13 26 
0 8 70 
0 16 47 
0 54 92 
0 23 89 
0 34 37 
0 11 111 
0 17 93 
0 43 71 
0 17 157 
0 40 103 
0 35 228 
0 2 70 
0 14 146 
0 7 73 
0 23 154 
0 50 53 
0 26 32 
0 24 46 
0 41 113 
0 5 140 
0 24 129 
0 7 50 
0 42 135 
0 5 111 
0 49 34 
0 60 53 
0 40 57 
0 41 61 
0 13 144 
0 27 19 
0 11 52 
0 14 229 
0 34 41 
0 28 74 
0 5 112 
0 14 148 
0 20 64 
0 19 76 
0 28 146 
0 28 172 
0 38 179 
0 16 89 
0 16 131 
0 23 30 
0 31 281 
0 29 126 
0 18 51 
0 17 62 
0 12 91 
0 37 79 
0 16 113 
0 29 67 
0 18 114 
0 33 94 
0 45 68 
0 6 143 
0 17 87 
0 16 226 
0 43 87 
0 14 54 
0 23 49 
0 45 62 
0 7 55 
0 34 43 
0 50 91 
0 19 51 
0 36 155 
0 21 141 
0 3 87 
0 49 109 
0 8 99 
0 62 131 
0 26 228 
0 31 47 
0 19 83 
0 16 70 
0 39 52 
0 23 47 
0 11 56 
0 26 95 
0 33 107 
0 5 77 
0 12 92 
0 61 60 
0 23 58 
0 22 48 
0 37 99 
0 28 161 
0 38 134 
0 50 129 
0 25 125 
0 35 33 
0 10 166 
0 31 89 
0 40 72 
0 12 96 
0 2 30 
0 6 107 
0 6 105 
0 53 98 
0 65 110 
0 49 109 
0 14 134 
0 25 188 
0 10 140 
0 36 99 
0 16 123 
0 16 37 
0 20 169 
0 23 57 
0 2 165 
0 25 86 
0 7 111 
0 25 94 
0 31 69 
0 11 41 
0 25 87 
0 11 179 
0 5 69 
0 16 144 
0 31 106 
0 30 92 
0 34 67 
0 28 91 
0 24 151 
0 38 75 
0 13 71 
0 20 57 
0 35 88 
0 11 54 
0 18 145 
0 55 134 
0 33 68 
0 4 97 
0 5 264 
0 50 173 
0 27 50 
0 44 45 
0 51 70 
0 14 43 
0 45 126 
0 44 79 
0 31 138 
0 31 91 
0 21 75 
0 48 71 
0 26 25 
0 35 109 
0 7 97 
0 32 180 
0 18 119 
0 21 192 
0 11 135 
0 17 45 
0 36 73 
0 27 36 
0 11 96 
0 0 204 
0 33 34 
0 41 70 
0 35 132 
0 26 106 
0 21 114 
0 7 95 
0 20 28 
0 19 186 
0 19 73 
0 50 73 
0 56 141 
0 15 52 
0 51 43 
0 34 64 
0 43 99 
0 45 65 
0 18 101 
0 9 63 
0 12 198 
0 23 102 
0 26 230 
0 40 109 
0 40 175 
0 33 106 
0 28 65 
0 21 139 
0 14 143 
0 15 76 
0 30 117 
0 5 174 
0 31 48 
0 43 98 
0 30 83 
0 46 58 
0 36 95 
0 27 43 
0 27 69 
0 1 120 
0 25 78 
0 21 77 
0 6 80 
0 25 122 
0 31 39 
0 23 56 
0 28 78 
0 1 95 
0 24 83 
0 21 54 
0 20 83 
0 29 61 
0 20 114 
0 3 146 
0 32 52 
0 44 98 
0 21 24 
0 52 199 
0 47 51 
0 38 76 
0 10 42 
0 13 83 
0 13 159 
0 25 84 
0 24 55 
0 49 145 
0 27 119 
0 30 70 
0 19 87 
0 15 84 
0 24 64 
0 27 108 
0 42 197 
0 55 49 
0 21 39 
0 21 114 
0 22 67 
0 16 42 
0 33 131 
0 10 94 
0 45 38 
0 17 79 
0 16 77 
0 14 129 
0 26 76 
0 59 50 
0 8 34 
0 22 126 
0 0 61 
0 36 60 
0 47 146 
0 21 120 
0 25 77 
0 9 34 
0 23 149 
0 36 43 
0 31 124 
0 19 95 
0 1 67 
0 42 166 
0 59 61 
0 15 63 
0 15 108 
0 10 67 
0 34 93 
0 10 149 
0 50 96 
0 80 43 
0 19 90 
0 20 97 
0 38 46 
0 37 109 
0 29 104 
0 32 65 
0 5 64 
0 45 39 
0 10 95 
0 35 73 
0 37 28 
0 9 70 
0 19 45 
0 41 47 
0 64 109 
0 69 91 
0 41 79 
0 12 99 
0 25 46 
0 24 68 
0 37 79 
0 34 82 
0 10 102 
0 10 76 
0 17 90 
0 9 75 
0 28 77 
0 34 33 
0 58 122 
0 41 69 
0 11 42 
0 23 60 
0 19 55 
0 35 60 
0 1 72 
0 16 79 
0 33 199 
0 28 102 
0 15 142 
0 39 110 
0 38 21 
0 2 79 
0 18 91 
0 63 57 
0 22 61 
0 11 113 
0 33 149 
0 32 143 
0 24 84 
0 13 211 
0 18 87 
0 25 29 
0 26 96 
0 5 43 
0 41 83 
0 62 162 
0 36 63 
0 5 69 
0 50 112 
0 52 126 
0 68 80 
0 15 94 
0 10 81 
0 52 31 
0 115 97 
0 60 46 
0 6 119 
0 20 85 
0 4 71 
0 11 57 
0 20 113 
0 24 99 
0 16 148 
0 16 49 
0 30 127 
0 43 148 
0 10 61 
0 48 53 
0 37 117 
0 38 91 
0 54 39 
0 45 120 
0 22 52 
0 72 74 
0 5 20 
0 13 66 
0 22 66 
0 47 98 
0 6 153 
0 16 171 
0 44 74 
0 9 182 
0 35 81 
0 39 103 
0 15 103 
0 48 64 
0 20 73 
0 29 60 
0 23 69 
0 38 82 
0 34 61 
0 16 62 
0 16 78 
0 25 58 
0 19 65 
0 33 69 
0 43 105 
0 45 76 
0 12 172 
0 16 102 
0 5 175 
0 16 65 
0 27 46 
0 37 43 
0 18 110 
0 9 55 
0 28 100 
0 22 53 
0 19 119 
0 35 57 
0 7 65 
0 1 147 
0 16 71 
0 32 44 
0 32 64 
0 21 27 
0 44 93 
0 19 64 
0 19 47 
0 16 56 
0 20 176 
0 16 101 
0 33 156 
0 40 100 
