0 35 70 
0 45 33 
0 34 103 
0 13 74 
0 33 42 
0 53 68 
0 52 132 
0 17 122 
0 9 60 
0 53 88 
0 37 43 
0 33 58 
0 17 145 
0 63 70 
0 29 125 
0 29 146 
0 45 48 
0 19 25 
0 14 68 
0 37 95 
0 17 39 
0 13 90 
0 21 141 
0 37 86 
0 18 60 
0 29 142 
0 16 55 
0 21 92 
0 26 92 
0 18 175 
0 14 46 
0 36 78 
0 48 65 
0 2 168 
0 14 135 
0 34 80 
0 13 71 
0 7 110 
0 25 77 
0 25 64 
0 16 47 
0 40 100 
0 13 119 
0 15 115 
0 13 148 
0 27 23 
0 35 71 
0 65 159 
0 24 64 
0 45 79 
0 14 56 
0 10 47 
0 28 59 
0 25 80 
0 25 101 
0 38 73 
0 44 67 
0 25 69 
0 16 134 
0 42 100 
0 15 38 
0 29 89 
0 15 64 
0 29 64 
0 19 114 
0 32 59 
0 26 91 
0 22 185 
0 37 69 
0 16 90 
0 28 40 
0 29 42 
0 8 128 
0 15 88 
0 7 149 
0 62 94 
0 37 94 
0 28 113 
0 30 88 
0 32 67 
0 15 75 
0 27 104 
0 23 71 
0 39 57 
0 21 55 
0 7 96 
0 36 49 
0 69 162 
0 21 130 
0 25 77 
0 41 107 
0 40 93 
0 35 120 
0 26 93 
0 21 83 
0 7 77 
0 30 129 
0 7 92 
0 19 82 
0 33 187 
0 24 75 
0 12 41 
0 28 51 
0 30 53 
0 10 96 
0 29 64 
0 26 75 
0 5 53 
0 26 113 
0 10 27 
0 27 51 
0 18 71 
0 19 55 
0 16 156 
0 40 142 
0 29 115 
0 19 55 
0 9 149 
0 17 138 
0 8 115 
0 52 98 
0 48 105 
0 53 72 
0 25 191 
0 56 87 
0 31 99 
0 18 77 
0 18 109 
0 14 76 
0 65 84 
0 54 32 
0 33 111 
0 27 55 
0 6 74 
0 19 138 
0 11 49 
0 26 102 
0 11 38 
0 28 213 
0 23 159 
0 19 46 
0 39 53 
0 29 113 
0 28 67 
0 63 61 
0 35 75 
0 34 45 
0 51 123 
0 35 147 
0 20 156 
0 20 62 
0 36 52 
0 25 140 
0 16 53 
0 27 102 
0 36 63 
0 13 148 
0 5 127 
0 26 98 
0 37 77 
0 17 69 
0 25 58 
0 39 228 
0 33 69 
0 19 14 
0 55 67 
0 36 75 
0 48 112 
