0 59 118 
0 14 50 
0 38 58 
0 25 177 
0 61 64 
0 26 72 
0 13 110 
0 5 151 
0 31 40 
0 15 146 
0 28 69 
0 13 68 
0 39 72 
0 41 75 
0 54 113 
0 31 153 
0 10 139 
0 24 44 
0 19 105 
0 8 142 
0 2 139 
0 75 43 
0 47 84 
0 14 116 
0 26 124 
0 32 121 
0 15 49 
0 41 110 
0 30 42 
0 2 81 
0 27 117 
0 20 160 
0 42 57 
0 8 57 
0 21 74 
0 18 48 
0 6 4 
0 37 123 
0 9 89 
0 6 56 
0 57 53 
0 71 43 
0 36 58 
0 39 156 
0 24 103 
0 45 57 
0 41 58 
0 38 105 
0 45 89 
0 24 62 
0 10 17 
0 38 61 
0 3 105 
0 77 168 
0 17 83 
0 37 81 
0 34 75 
0 19 55 
0 15 88 
0 2 47 
0 11 111 
0 22 115 
0 20 100 
0 24 94 
0 53 118 
0 8 76 
0 8 91 
0 21 66 
0 34 73 
0 29 98 
0 10 76 
0 26 77 
0 42 62 
0 31 78 
0 49 75 
0 27 130 
0 69 122 
0 39 81 
0 53 87 
0 27 117 
0 63 161 
0 20 93 
0 64 178 
0 25 60 
0 5 42 
0 26 46 
0 3 132 
0 0 35 
0 14 141 
0 81 57 
0 16 42 
0 42 42 
0 25 152 
0 17 149 
0 28 58 
0 13 123 
0 34 64 
0 15 144 
0 11 91 
0 43 45 
0 18 97 
0 32 62 
0 52 82 
0 7 28 
0 27 160 
0 33 63 
0 20 27 
0 18 11 
0 16 167 
0 45 71 
0 13 120 
0 12 149 
0 19 135 
0 29 49 
0 17 85 
0 53 145 
0 4 68 
0 45 60 
0 19 180 
0 19 132 
0 20 90 
0 27 87 
0 42 53 
0 23 41 
0 23 140 
0 11 106 
0 4 33 
0 28 80 
0 40 107 
0 22 39 
0 23 139 
0 18 51 
0 9 129 
0 34 81 
0 55 124 
0 45 29 
0 41 78 
0 62 77 
0 13 88 
0 20 44 
0 28 84 
0 21 92 
0 21 122 
0 29 66 
0 9 92 
0 23 98 
0 65 157 
0 47 47 
0 21 105 
0 9 163 
0 7 33 
0 63 76 
0 36 140 
0 2 74 
0 21 107 
0 33 117 
0 41 55 
0 25 112 
0 16 98 
0 37 90 
0 23 124 
0 18 217 
0 38 82 
0 12 50 
0 32 114 
0 42 69 
0 12 34 
0 35 33 
0 19 68 
0 50 116 
0 29 58 
0 26 89 
0 62 40 
0 37 57 
0 47 76 
0 16 58 
0 26 182 
0 23 51 
0 12 69 
0 14 135 
0 11 108 
0 9 171 
0 79 103 
0 15 78 
0 19 191 
0 11 147 
0 29 137 
0 28 183 
0 14 62 
0 46 57 
0 33 79 
0 10 46 
0 18 90 
0 38 55 
0 62 55 
0 25 97 
0 20 65 
0 6 63 
0 24 203 
0 26 92 
0 61 135 
0 26 89 
0 51 90 
0 10 77 
0 38 188 
0 16 92 
0 10 94 
0 45 124 
0 31 104 
0 24 156 
0 57 65 
0 25 83 
0 17 77 
0 39 75 
0 35 60 
0 16 114 
0 66 86 
0 18 73 
0 39 54 
0 12 133 
0 15 122 
0 50 74 
0 34 113 
0 11 113 
0 10 86 
0 27 112 
0 55 66 
0 28 182 
0 15 170 
0 4 116 
0 19 46 
0 16 72 
0 43 75 
0 50 113 
0 32 111 
0 15 100 
0 22 86 
0 39 19 
0 28 102 
0 15 63 
0 36 87 
0 20 121 
0 4 129 
0 45 41 
0 24 79 
0 25 55 
0 35 50 
0 21 46 
0 27 80 
0 15 142 
0 32 115 
0 45 162 
0 27 59 
0 36 33 
0 24 34 
0 35 85 
0 31 92 
0 19 81 
0 62 76 
0 89 45 
0 33 87 
0 20 222 
0 17 42 
0 38 109 
0 35 104 
0 19 61 
0 21 119 
0 14 62 
0 48 63 
0 64 210 
0 20 129 
0 54 115 
0 12 59 
0 39 73 
0 5 66 
0 3 90 
0 9 96 
0 41 71 
0 10 78 
0 53 140 
0 35 35 
0 54 115 
0 8 142 
0 16 165 
0 42 77 
0 58 80 
0 39 58 
0 85 78 
0 67 121 
0 32 95 
0 18 87 
0 44 109 
0 9 98 
0 20 131 
0 47 43 
0 39 48 
0 40 258 
0 12 77 
0 38 51 
0 37 119 
0 48 76 
0 69 37 
0 93 25 
0 19 58 
0 33 100 
0 84 55 
0 26 108 
0 29 89 
0 19 150 
0 29 41 
0 15 138 
0 18 93 
0 53 148 
0 8 67 
0 21 162 
0 50 177 
0 0 63 
0 56 87 
0 34 133 
0 5 49 
0 30 47 
0 27 171 
0 41 32 
0 33 90 
0 54 211 
0 15 82 
0 29 119 
0 24 87 
0 22 47 
0 22 38 
0 41 67 
0 35 72 
0 32 81 
0 65 86 
0 30 112 
0 48 75 
0 22 130 
0 11 66 
0 36 109 
0 37 89 
0 15 45 
0 36 53 
0 13 45 
0 41 112 
0 27 80 
0 13 66 
0 19 109 
0 56 64 
0 46 32 
0 13 20 
0 61 56 
0 21 65 
0 37 74 
0 12 67 
0 43 111 
0 3 78 
0 63 232 
0 26 73 
0 38 44 
0 29 104 
0 17 91 
0 28 114 
0 16 65 
0 69 81 
0 8 96 
0 26 103 
0 24 84 
0 28 199 
0 14 67 
0 16 69 
0 14 22 
0 71 64 
0 27 99 
0 18 58 
0 12 146 
0 28 35 
0 13 133 
0 20 65 
0 0 179 
0 41 49 
0 15 100 
0 26 97 
0 32 144 
0 54 74 
0 45 49 
0 7 57 
0 6 102 
0 41 49 
0 21 78 
0 34 34 
0 31 133 
0 13 62 
0 28 83 
0 41 59 
0 2 124 
0 42 71 
0 59 79 
0 40 171 
0 21 78 
0 13 114 
0 5 126 
0 40 158 
0 37 65 
0 28 104 
0 28 110 
0 17 97 
0 26 101 
0 20 74 
0 41 140 
0 2 81 
0 11 91 
0 17 21 
0 40 137 
0 7 158 
0 18 60 
0 26 49 
0 17 121 
0 17 83 
0 22 58 
0 25 107 
0 40 92 
0 25 170 
0 34 84 
0 93 64 
0 24 127 
0 21 111 
0 31 26 
0 22 155 
0 23 129 
0 17 57 
0 8 70 
0 22 120 
0 23 110 
0 21 25 
0 45 45 
0 29 126 
0 16 72 
0 27 46 
0 66 41 
0 4 152 
0 59 101 
0 6 96 
0 56 49 
0 30 159 
0 11 55 
0 51 98 
0 16 57 
0 15 124 
0 17 56 
0 23 150 
0 16 45 
0 19 194 
0 44 63 
0 32 100 
0 52 37 
0 8 88 
0 12 77 
0 12 57 
0 4 55 
0 41 76 
0 38 175 
0 28 56 
0 12 113 
0 3 115 
0 17 88 
0 20 83 
0 12 36 
0 12 74 
0 29 139 
0 56 100 
0 30 38 
0 14 85 
0 9 68 
0 11 97 
0 7 141 
0 27 59 
0 38 74 
0 22 42 
0 16 149 
0 38 91 
0 29 68 
0 48 127 
0 48 47 
0 15 129 
0 37 81 
0 1 45 
0 44 55 
0 65 95 
0 31 36 
0 39 50 
0 26 61 
0 12 72 
0 35 70 
0 14 79 
0 20 58 
0 42 63 
0 27 74 
0 30 111 
0 17 77 
0 45 70 
0 26 90 
0 34 123 
0 39 86 
0 47 121 
0 5 118 
0 18 176 
0 7 129 
0 18 50 
0 14 88 
0 24 214 
0 24 107 
0 34 82 
0 22 128 
0 41 143 
0 35 86 
0 46 161 
0 14 313 
0 31 63 
0 13 100 
0 13 138 
0 29 99 
0 23 79 
0 57 70 
0 2 38 
0 36 140 
0 31 78 
0 32 143 
0 65 79 
0 23 108 
0 34 82 
0 23 128 
0 17 57 
0 7 39 
0 37 52 
0 38 126 
0 23 100 
0 52 39 
0 31 28 
0 17 152 
0 47 145 
0 34 93 
0 20 72 
0 13 67 
0 19 50 
0 63 118 
0 43 87 
0 9 92 
0 23 103 
0 15 82 
0 36 137 
0 21 84 
0 42 60 
0 37 96 
0 15 86 
0 4 41 
0 19 133 
0 43 46 
0 48 52 
0 22 65 
0 13 54 
0 15 84 
0 35 76 
0 17 40 
0 13 143 
0 8 77 
0 7 38 
0 32 95 
0 30 45 
0 8 84 
0 26 71 
0 30 70 
0 24 39 
0 45 59 
0 11 146 
0 14 106 
0 45 99 
0 71 83 
0 17 92 
0 4 144 
0 17 140 
0 10 99 
0 13 80 
0 14 77 
0 17 92 
0 32 92 
0 35 69 
0 27 110 
0 15 64 
0 32 105 
0 25 92 
0 42 177 
0 42 37 
0 53 57 
0 36 193 
0 19 124 
0 32 106 
0 17 82 
0 24 54 
0 52 86 
0 30 13 
0 31 163 
0 45 84 
0 18 13 
0 37 50 
0 30 63 
0 29 87 
0 59 66 
0 46 107 
0 19 88 
0 5 91 
0 19 128 
0 15 55 
0 40 73 
0 62 61 
0 37 89 
0 43 62 
0 0 58 
0 50 72 
0 3 46 
0 42 55 
0 34 82 
0 19 129 
0 13 67 
0 14 49 
0 18 83 
0 35 37 
0 28 58 
0 20 88 
0 54 117 
0 8 78 
0 51 85 
0 16 74 
0 42 159 
0 13 173 
0 21 153 
0 28 81 
0 64 149 
0 43 143 
0 15 150 
0 11 21 
0 57 82 
0 27 95 
0 59 51 
0 21 81 
0 1 72 
0 8 76 
0 26 152 
0 44 66 
0 61 158 
0 36 80 
0 44 48 
0 36 32 
0 7 149 
0 11 47 
0 52 64 
0 41 94 
0 72 88 
0 6 157 
0 16 70 
0 33 101 
0 13 177 
0 12 156 
0 27 238 
0 11 90 
0 25 56 
0 16 230 
0 15 140 
0 28 65 
0 19 115 
0 47 78 
0 9 101 
0 19 66 
0 5 55 
0 22 65 
0 18 102 
0 7 46 
0 26 81 
0 42 105 
0 25 98 
0 52 54 
0 23 95 
0 40 68 
0 27 120 
0 25 76 
0 34 74 
0 27 62 
0 22 56 
0 24 174 
0 28 39 
0 54 86 
0 31 95 
0 48 123 
0 3 156 
0 27 61 
0 47 76 
0 27 122 
0 19 57 
0 22 82 
0 25 88 
0 16 105 
0 21 118 
0 37 177 
0 18 66 
0 26 43 
0 12 87 
0 15 102 
0 19 68 
0 9 65 
0 41 60 
0 15 75 
0 16 104 
0 16 96 
0 9 94 
0 15 39 
0 38 105 
0 30 66 
0 21 87 
0 37 179 
0 37 110 
0 18 91 
0 67 179 
0 42 129 
0 22 77 
0 39 131 
0 54 133 
0 12 88 
0 57 105 
0 33 62 
0 17 100 
0 85 119 
0 21 70 
0 8 67 
0 47 128 
0 29 79 
0 21 64 
0 19 177 
0 16 51 
0 56 87 
0 40 117 
0 21 88 
0 12 126 
0 82 16 
0 33 55 
0 8 59 
0 41 122 
0 16 121 
0 30 75 
0 20 69 
0 20 208 
0 62 106 
0 37 92 
0 50 31 
0 7 102 
0 35 125 
0 13 79 
0 3 150 
0 17 118 
0 10 94 
0 11 95 
0 21 79 
0 27 71 
0 24 133 
0 33 31 
0 40 62 
0 29 21 
0 52 136 
0 20 40 
0 16 92 
0 27 83 
0 21 66 
0 24 62 
0 24 98 
0 34 133 
0 11 46 
0 21 38 
0 25 101 
0 29 197 
0 39 36 
0 29 168 
0 2 102 
0 46 91 
0 3 39 
0 42 60 
0 21 120 
0 2 90 
0 19 77 
0 13 188 
0 55 146 
0 31 70 
0 29 116 
0 41 65 
0 22 81 
0 10 58 
0 24 41 
0 16 93 
0 28 37 
0 29 103 
0 49 49 
0 8 107 
0 43 58 
0 40 72 
0 27 69 
0 11 68 
0 30 181 
0 69 111 
0 39 58 
0 33 60 
0 30 142 
0 9 195 
0 37 45 
0 6 75 
0 44 40 
0 23 200 
0 7 85 
0 22 189 
0 44 110 
0 17 112 
0 39 113 
0 26 84 
0 6 101 
0 56 87 
0 1 88 
0 36 44 
0 32 87 
0 12 33 
0 14 229 
0 17 128 
0 27 115 
0 41 62 
0 35 124 
0 21 120 
0 53 47 
0 29 39 
0 5 83 
0 35 130 
0 17 96 
0 74 161 
0 23 97 
0 42 50 
0 50 131 
0 31 48 
0 15 127 
0 38 76 
0 64 44 
0 29 44 
0 42 90 
0 12 9 
0 12 60 
0 22 132 
0 10 108 
0 22 76 
0 23 54 
0 24 60 
0 42 111 
0 12 158 
0 23 75 
0 40 58 
0 30 78 
0 3 72 
0 8 224 
0 16 122 
0 35 93 
0 4 83 
0 40 115 
0 38 128 
0 6 52 
0 18 63 
0 36 41 
0 18 142 
0 30 36 
0 30 141 
0 39 69 
0 26 76 
0 46 176 
0 13 63 
0 34 151 
0 55 130 
0 7 134 
0 6 23 
0 65 180 
0 4 73 
0 37 172 
0 17 158 
0 21 55 
0 20 79 
0 32 141 
0 33 74 
0 22 159 
0 36 72 
0 8 61 
0 38 107 
0 30 66 
0 23 98 
0 8 84 
0 26 51 
0 21 30 
0 25 85 
0 19 159 
0 18 30 
0 19 110 
0 11 122 
0 22 87 
0 24 113 
0 11 46 
0 55 85 
0 20 97 
0 22 77 
0 37 67 
0 17 43 
0 17 82 
0 46 91 
0 19 110 
0 24 107 
0 53 60 
0 17 107 
0 14 99 
0 54 224 
0 19 145 
0 50 63 
0 45 86 
0 42 97 
0 33 83 
0 6 84 
0 31 117 
0 17 101 
0 19 99 
0 39 72 
0 18 162 
0 35 78 
0 36 102 
0 66 115 
0 42 60 
0 35 90 
0 31 148 
0 62 66 
0 13 39 
0 40 81 
0 22 35 
0 23 116 
0 1 158 
0 20 148 
0 25 61 
0 39 121 
0 23 68 
0 33 74 
0 25 84 
0 42 101 
0 17 79 
0 36 49 
0 5 45 
0 20 54 
0 24 97 
0 47 98 
0 26 133 
0 32 33 
0 10 52 
0 44 72 
0 37 42 
0 35 44 
0 11 63 
0 11 120 
0 18 95 
0 26 38 
0 6 111 
0 30 70 
0 45 139 
0 4 150 
0 45 127 
0 37 115 
0 17 45 
0 15 69 
0 49 79 
0 55 109 
0 39 84 
0 29 117 
0 18 120 
0 12 32 
0 16 60 
0 14 36 
0 2 137 
0 12 60 
0 65 72 
0 58 108 
0 33 52 
0 13 64 
0 9 79 
0 35 75 
0 77 151 
0 28 167 
0 28 85 
0 50 64 
0 25 23 
0 22 43 
0 19 108 
0 39 123 
0 43 115 
0 27 100 
0 21 116 
0 3 45 
0 27 53 
