182 514 144 29 1 0 0 0 0 
159 551 99 9 0 0 0 0 0 
146 502 145 1 0 0 0 0 0 
123 515 152 18 0 0 0 0 0 
183 548 133 20 0 0 0 0 0 
183 505 135 23 0 0 0 0 0 
182 449 140 17 0 0 0 0 0 
178 497 135 12 6 0 0 0 0 
140 422 121 9 0 0 0 0 0 
142 523 202 1 0 0 0 0 0 
136 532 108 8 0 0 0 0 0 
233 538 167 6 0 0 0 0 0 
164 466 131 13 0 0 0 0 0 
184 485 164 5 0 0 0 0 0 
158 497 180 5 0 0 0 0 0 
111 500 178 9 0 0 0 0 0 
126 476 148 4 0 0 0 0 0 
174 509 133 4 0 0 0 0 0 
156 531 162 5 0 0 0 0 0 
137 494 113 4 0 0 0 0 0 
132 454 147 3 0 0 0 0 0 
164 512 167 19 0 0 0 0 0 
181 461 151 9 0 0 0 0 0 
105 439 118 2 0 0 0 0 0 
172 485 133 12 0 0 0 0 0 
108 474 126 4 0 0 0 0 0 
176 483 139 8 0 0 0 0 0 
155 518 125 4 0 0 0 0 0 
121 522 157 4 0 0 0 0 0 
173 530 147 0 0 0 0 0 0 
166 571 146 21 0 0 0 0 0 
161 538 148 15 0 0 0 0 0 
149 518 126 29 0 0 0 0 0 
155 462 135 8 0 0 0 0 0 
126 474 162 4 0 0 0 0 0 
140 443 129 14 0 0 0 0 0 
159 549 96 0 0 0 0 0 0 
180 510 165 19 0 0 0 0 0 
170 503 131 32 0 0 0 0 0 
166 565 194 3 0 0 0 0 0 
163 512 98 7 0 0 0 0 0 
155 449 167 5 0 0 0 0 0 
131 570 124 3 0 0 0 0 0 
173 530 167 24 0 0 0 0 0 
160 515 168 9 0 0 0 0 0 
131 448 133 16 0 0 0 0 0 
210 408 180 12 0 0 0 0 0 
161 461 156 0 0 0 0 0 0 
199 511 180 8 0 0 0 0 0 
139 507 114 0 0 0 0 0 0 
157 505 168 2 0 0 0 0 0 
129 457 105 1 0 0 0 0 0 
171 528 175 14 0 0 0 0 0 
154 474 150 22 0 0 0 0 0 
175 399 142 0 0 0 0 0 0 
230 457 154 5 0 0 0 0 0 
