67 33 
65 35 
65 35 
74 26 
61 39 
69 31 
55 45 
67 33 
52 48 
64 36 
69 31 
69 31 
61 39 
54 46 
71 29 
64 36 
66 34 
59 41 
69 31 
68 32 
59 41 
64 36 
67 33 
64 36 
62 38 
74 26 
66 34 
69 31 
67 33 
69 31 
78 22 
72 28 
47 53 
64 36 
72 28 
64 36 
69 31 
67 33 
60 40 
63 37 
81 19 
79 21 
69 31 
64 36 
72 28 
64 36 
72 28 
66 34 
74 26 
65 35 
78 22 
73 27 
78 22 
54 46 
69 31 
66 34 
57 43 
62 38 
68 32 
63 37 
59 41 
61 39 
81 19 
65 35 
65 35 
73 27 
46 54 
66 34 
63 37 
72 28 
65 35 
69 31 
56 44 
73 27 
56 44 
63 37 
71 29 
66 34 
65 35 
63 37 
62 38 
75 25 
77 23 
65 35 
70 30 
73 27 
72 28 
66 34 
73 27 
60 40 
64 36 
58 42 
62 38 
59 41 
74 26 
77 23 
74 26 
73 27 
69 31 
60 40 
71 29 
57 43 
68 32 
67 33 
70 30 
69 31 
74 26 
75 25 
60 40 
63 37 
66 34 
72 28 
65 35 
77 23 
70 30 
75 25 
60 40 
64 36 
60 40 
64 36 
69 31 
79 21 
67 33 
56 44 
72 28 
74 26 
73 27 
67 33 
72 28 
60 40 
63 37 
67 33 
69 31 
59 41 
64 36 
82 18 
54 46 
57 43 
71 29 
60 40 
73 27 
61 39 
64 36 
58 42 
62 38 
70 30 
65 35 
67 33 
59 41 
54 46 
67 33 
62 38 
65 35 
75 25 
62 38 
76 24 
74 26 
67 33 
75 25 
64 36 
62 38 
67 33 
61 39 
62 38 
54 46 
62 38 
62 38 
64 36 
58 42 
62 38 
61 39 
68 32 
71 29 
67 33 
65 35 
69 31 
70 30 
55 45 
63 37 
56 44 
61 39 
77 23 
57 43 
66 34 
63 37 
71 29 
80 20 
64 36 
72 28 
68 32 
74 26 
60 40 
71 29 
74 26 
68 32 
62 38 
54 46 
78 22 
69 31 
68 32 
64 36 
61 39 
73 27 
77 23 
53 47 
68 32 
57 43 
69 31 
71 29 
72 28 
57 43 
72 28 
61 39 
67 33 
75 25 
65 35 
61 39 
70 30 
78 22 
63 37 
60 40 
58 42 
67 33 
73 27 
67 33 
71 29 
66 34 
64 36 
78 22 
65 35 
59 41 
76 24 
65 35 
65 35 
64 36 
71 29 
65 35 
70 30 
69 31 
64 36 
71 29 
68 32 
45 55 
74 26 
63 37 
59 41 
73 27 
58 42 
63 37 
66 34 
74 26 
70 30 
69 31 
71 29 
72 28 
76 24 
61 39 
65 35 
66 34 
76 24 
69 31 
71 29 
68 32 
70 30 
64 36 
66 34 
72 28 
82 18 
75 25 
69 31 
61 39 
69 31 
63 37 
63 37 
70 30 
60 40 
61 39 
73 27 
74 26 
70 30 
68 32 
73 27 
60 40 
68 32 
69 31 
86 14 
63 37 
77 23 
61 39 
75 25 
65 35 
62 38 
71 29 
80 20 
65 35 
72 28 
70 30 
53 47 
63 37 
76 24 
61 39 
67 33 
57 43 
72 28 
80 20 
67 33 
73 27 
49 51 
64 36 
61 39 
59 41 
77 23 
55 45 
68 32 
78 22 
74 26 
59 41 
79 21 
58 42 
61 39 
71 29 
60 40 
69 31 
68 32 
69 31 
72 28 
62 38 
64 36 
65 35 
63 37 
62 38 
68 32 
68 32 
76 24 
70 30 
49 51 
69 31 
58 42 
61 39 
74 26 
73 27 
56 44 
71 29 
68 32 
71 29 
73 27 
75 25 
57 43 
68 32 
68 32 
68 32 
62 38 
69 31 
57 43 
66 34 
61 39 
80 20 
63 37 
62 38 
60 40 
59 41 
68 32 
68 32 
60 40 
61 39 
68 32 
66 34 
76 24 
75 25 
60 40 
75 25 
66 34 
64 36 
58 42 
64 36 
70 30 
72 28 
72 28 
61 39 
54 46 
74 26 
65 35 
56 44 
63 37 
60 40 
66 34 
59 41 
69 31 
59 41 
71 29 
67 33 
78 22 
68 32 
63 37 
70 30 
64 36 
55 45 
65 35 
62 38 
60 40 
66 34 
68 32 
70 30 
60 40 
68 32 
65 35 
69 31 
63 37 
72 28 
65 35 
78 22 
63 37 
77 23 
65 35 
71 29 
58 42 
67 33 
62 38 
67 33 
59 41 
61 39 
77 23 
65 35 
57 43 
46 54 
58 42 
54 46 
69 31 
78 22 
64 36 
71 29 
63 37 
67 33 
62 38 
69 31 
76 24 
74 26 
67 33 
70 30 
67 33 
63 37 
78 22 
65 35 
64 36 
69 31 
74 26 
47 53 
64 36 
64 36 
65 35 
66 34 
75 25 
72 28 
70 30 
56 44 
68 32 
67 33 
61 39 
74 26 
75 25 
63 37 
72 28 
70 30 
74 26 
68 32 
69 31 
79 21 
74 26 
72 28 
62 38 
62 38 
65 35 
66 34 
68 32 
66 34 
52 48 
66 34 
72 28 
61 39 
66 34 
61 39 
61 39 
73 27 
70 30 
65 35 
73 27 
71 29 
56 44 
63 37 
67 33 
61 39 
66 34 
58 42 
74 26 
64 36 
59 41 
63 37 
73 27 
73 27 
70 30 
75 25 
64 36 
71 29 
71 29 
66 34 
71 29 
65 35 
57 43 
56 44 
62 38 
73 27 
67 33 
64 36 
67 33 
63 37 
60 40 
64 36 
59 41 
67 33 
80 20 
66 34 
65 35 
56 44 
60 40 
70 30 
77 23 
72 28 
74 26 
74 26 
59 41 
65 35 
70 30 
71 29 
64 36 
64 36 
66 34 
71 29 
70 30 
72 28 
62 38 
71 29 
63 37 
68 32 
77 23 
60 40 
61 39 
57 43 
76 24 
77 23 
56 44 
58 42 
65 35 
61 39 
62 38 
72 28 
56 44 
70 30 
78 22 
63 37 
67 33 
61 39 
57 43 
54 46 
55 45 
71 29 
66 34 
68 32 
69 31 
67 33 
65 35 
77 23 
63 37 
64 36 
70 30 
71 29 
62 38 
61 39 
66 34 
56 44 
65 35 
71 29 
65 35 
63 37 
72 28 
78 22 
67 33 
68 32 
70 30 
69 31 
76 24 
63 37 
60 40 
68 32 
68 32 
62 38 
63 37 
58 42 
72 28 
64 36 
63 37 
67 33 
58 42 
75 25 
59 41 
58 42 
65 35 
64 36 
69 31 
62 38 
78 22 
63 37 
71 29 
72 28 
80 20 
76 24 
69 31 
80 20 
58 42 
65 35 
75 25 
58 42 
69 31 
55 45 
68 32 
61 39 
61 39 
70 30 
60 40 
82 18 
63 37 
71 29 
74 26 
58 42 
69 31 
66 34 
57 43 
68 32 
84 16 
68 32 
73 27 
73 27 
63 37 
67 33 
77 23 
70 30 
69 31 
60 40 
71 29 
77 23 
68 32 
62 38 
66 34 
74 26 
65 35 
65 35 
75 25 
61 39 
69 31 
62 38 
