0 36 72 
0 9 35 
0 24 107 
0 37 154 
0 9 44 
0 71 69 
0 11 134 
0 19 47 
0 48 104 
0 32 86 
0 44 153 
0 60 105 
0 18 20 
0 11 80 
0 12 80 
0 18 132 
0 15 76 
0 35 31 
0 33 98 
0 11 104 
0 6 109 
0 31 128 
0 4 135 
0 19 50 
0 41 113 
0 25 123 
0 44 57 
0 5 105 
0 43 112 
0 41 38 
0 7 175 
0 16 112 
0 14 226 
0 12 120 
0 26 63 
0 39 120 
0 15 185 
0 21 53 
0 35 98 
0 43 140 
0 17 155 
0 20 51 
0 39 192 
0 56 128 
0 30 178 
0 21 164 
0 20 84 
0 23 88 
0 8 95 
0 25 111 
0 10 174 
0 12 77 
0 19 84 
0 23 127 
0 39 160 
0 22 82 
0 24 104 
0 25 119 
0 7 37 
0 29 62 
0 49 45 
0 11 33 
0 34 92 
0 38 98 
0 13 85 
0 20 122 
0 17 101 
0 12 37 
0 55 75 
0 21 148 
0 0 83 
0 2 108 
0 32 154 
0 39 121 
0 11 42 
0 6 69 
0 16 77 
0 18 57 
0 3 29 
0 33 56 
0 8 114 
0 11 86 
0 12 30 
0 14 117 
0 9 111 
0 32 111 
0 15 156 
0 16 19 
0 34 119 
0 13 51 
0 29 115 
0 11 211 
0 12 67 
0 26 93 
0 16 41 
0 20 62 
0 37 118 
0 4 73 
0 39 177 
0 13 64 
0 34 53 
0 28 199 
0 24 86 
0 28 228 
0 9 62 
0 25 90 
0 13 48 
0 33 103 
0 38 64 
0 41 47 
0 43 80 
0 11 70 
0 55 174 
0 39 74 
0 31 75 
0 23 122 
0 27 99 
0 26 70 
0 7 84 
0 13 59 
0 32 74 
0 52 159 
0 8 21 
0 39 58 
0 11 121 
0 39 23 
0 19 168 
0 7 83 
0 63 68 
0 40 72 
0 23 39 
0 26 31 
0 56 52 
0 32 116 
0 66 47 
0 16 106 
0 51 151 
0 41 164 
0 28 136 
0 15 132 
0 9 129 
0 10 60 
0 25 103 
0 2 46 
0 58 138 
0 31 66 
0 19 45 
0 50 135 
0 49 126 
0 55 28 
0 47 95 
0 14 90 
0 23 49 
0 23 80 
0 42 122 
0 17 179 
0 26 77 
0 11 159 
0 11 131 
0 20 139 
0 49 52 
0 7 143 
0 42 124 
0 3 14 
0 38 54 
0 74 88 
0 30 60 
0 14 59 
0 27 62 
0 11 94 
0 34 107 
0 19 65 
0 37 66 
0 49 90 
0 34 131 
0 19 110 
0 19 81 
0 41 36 
0 59 70 
0 21 116 
0 6 55 
0 36 128 
0 11 38 
0 2 214 
0 3 73 
0 40 97 
0 16 60 
0 4 120 
0 57 91 
0 68 74 
0 30 77 
0 19 45 
0 35 125 
0 38 108 
0 29 49 
0 26 74 
0 21 149 
0 44 62 
0 48 41 
0 35 53 
0 65 99 
0 6 86 
0 7 134 
0 24 103 
0 32 85 
0 27 55 
0 13 139 
0 9 160 
0 43 124 
0 26 130 
0 34 43 
0 34 40 
0 39 46 
0 32 106 
0 26 24 
0 31 222 
0 27 52 
0 45 70 
0 39 87 
0 63 86 
0 21 30 
0 66 94 
0 34 117 
0 17 24 
0 14 62 
0 37 126 
0 4 27 
0 8 69 
0 43 27 
0 16 130 
0 39 148 
0 7 126 
0 26 28 
0 37 57 
0 72 162 
0 39 68 
0 12 130 
0 17 80 
0 5 108 
0 2 151 
0 15 50 
0 39 23 
0 39 32 
0 52 89 
0 30 97 
0 7 112 
0 30 102 
0 31 52 
0 43 107 
0 10 211 
0 48 88 
0 13 50 
0 48 141 
0 16 146 
0 45 79 
0 19 41 
0 15 83 
0 48 172 
0 33 46 
0 5 172 
0 17 77 
0 22 49 
0 28 52 
0 53 58 
0 9 104 
0 19 118 
0 47 92 
0 7 46 
0 33 158 
0 14 61 
0 20 44 
0 54 72 
0 17 72 
0 30 138 
0 34 126 
0 19 16 
0 33 144 
0 51 196 
0 30 83 
0 17 47 
0 42 112 
0 24 57 
0 32 69 
0 40 95 
0 36 104 
0 9 58 
0 8 151 
0 8 61 
0 14 46 
0 10 168 
0 16 134 
0 36 139 
0 26 36 
0 45 25 
0 10 43 
0 9 52 
0 55 113 
0 74 55 
0 54 103 
0 25 77 
0 19 105 
0 5 71 
0 34 52 
0 29 112 
0 29 89 
0 32 57 
0 19 179 
0 24 67 
0 8 43 
0 61 78 
0 54 123 
0 12 106 
0 91 77 
0 23 85 
0 16 93 
0 44 72 
0 15 97 
0 31 153 
0 26 92 
0 39 79 
0 9 205 
0 20 66 
0 31 49 
0 32 128 
0 9 43 
0 34 59 
0 17 56 
0 29 158 
0 21 69 
0 21 74 
0 37 115 
0 32 66 
0 13 51 
0 20 115 
0 11 36 
0 51 172 
0 13 71 
0 25 95 
0 31 93 
0 27 102 
0 6 101 
0 15 69 
0 9 68 
0 21 80 
0 31 140 
0 59 82 
0 38 155 
0 55 79 
0 28 55 
0 18 110 
0 36 122 
0 13 83 
0 23 76 
0 17 132 
0 10 140 
0 36 96 
0 27 155 
0 29 86 
0 10 48 
0 64 56 
0 20 40 
0 50 81 
0 18 186 
0 17 36 
0 26 111 
0 35 110 
0 57 145 
0 8 56 
0 26 54 
0 55 135 
0 25 64 
0 18 81 
0 6 114 
0 20 37 
0 11 45 
0 12 56 
0 20 68 
0 19 81 
0 10 50 
0 11 73 
0 42 51 
0 28 89 
0 40 141 
0 20 72 
0 12 58 
0 31 60 
0 38 89 
0 5 158 
0 38 58 
0 12 111 
0 56 73 
0 13 128 
0 22 142 
0 6 68 
0 40 67 
0 11 50 
0 61 36 
0 25 61 
0 31 69 
0 14 50 
0 13 55 
0 9 155 
0 8 131 
0 18 73 
0 5 69 
0 3 39 
0 28 44 
0 18 67 
0 33 98 
0 29 111 
0 37 108 
0 51 74 
0 16 95 
0 15 60 
0 29 96 
0 26 74 
0 58 196 
0 24 70 
0 17 200 
0 43 50 
0 26 130 
0 31 56 
0 18 44 
0 7 99 
0 6 92 
0 18 118 
0 39 67 
0 16 73 
0 43 58 
0 26 69 
0 38 183 
0 13 121 
0 31 109 
0 2 64 
0 38 119 
0 17 24 
0 17 60 
0 25 99 
0 19 108 
0 11 53 
0 6 97 
0 18 53 
0 45 110 
0 68 38 
0 5 43 
0 21 39 
0 13 169 
0 8 59 
0 26 90 
0 24 100 
0 9 98 
0 31 80 
0 24 24 
0 12 85 
0 17 43 
0 29 80 
0 15 42 
0 3 173 
0 21 28 
0 21 126 
0 59 41 
0 29 111 
0 37 76 
0 16 63 
0 54 80 
0 45 24 
0 7 66 
0 17 106 
0 26 90 
0 5 83 
0 45 27 
0 29 74 
0 18 35 
0 30 89 
0 40 77 
0 51 89 
0 46 62 
0 29 148 
0 14 89 
0 32 47 
0 14 69 
0 32 190 
0 53 158 
0 26 176 
0 7 91 
0 32 68 
0 48 105 
0 21 37 
0 6 58 
0 10 117 
0 8 64 
0 35 140 
0 21 33 
0 17 128 
0 32 153 
0 29 140 
0 45 90 
0 40 119 
0 22 45 
0 0 104 
0 22 65 
0 22 91 
0 13 79 
0 21 158 
0 11 45 
0 21 130 
0 15 46 
0 30 106 
0 10 59 
0 61 76 
0 19 59 
0 33 78 
0 50 126 
0 17 49 
0 28 98 
0 25 112 
0 28 44 
0 4 144 
