13 23 
20 25 
19 26 
38 7 
11 9 
22 24 
15 8 
13 31 
26 15 
19 15 
18 24 
20 14 
16 19 
12 20 
15 17 
23 12 
19 12 
14 5 
18 25 
18 15 
23 8 
27 13 
13 18 
13 8 
24 13 
27 10 
28 23 
21 10 
11 19 
5 26 
6 26 
19 28 
21 23 
22 11 
13 34 
9 26 
17 7 
9 29 
16 13 
31 6 
16 26 
23 17 
8 12 
25 17 
18 16 
12 4 
14 33 
9 22 
22 13 
39 9 
31 7 
19 5 
27 13 
21 12 
11 17 
19 23 
19 15 
14 23 
5 32 
5 16 
23 20 
29 18 
29 19 
17 10 
9 11 
42 0 
19 9 
19 26 
29 7 
8 25 
11 21 
7 23 
9 34 
5 37 
25 9 
6 23 
30 12 
7 18 
24 10 
19 24 
7 17 
36 5 
11 10 
18 19 
19 15 
22 13 
21 12 
17 17 
4 27 
22 10 
24 24 
34 8 
12 25 
13 28 
9 10 
19 9 
22 9 
19 30 
15 8 
21 8 
7 13 
10 26 
14 14 
17 20 
22 37 
10 14 
11 29 
39 4 
19 27 
16 13 
9 18 
18 17 
16 20 
27 14 
9 13 
13 36 
26 8 
12 24 
5 28 
15 20 
12 11 
7 28 
32 12 
34 14 
22 9 
17 12 
5 22 
18 24 
9 34 
8 15 
23 14 
21 5 
24 6 
31 10 
13 19 
29 6 
16 17 
18 2 
6 34 
24 18 
21 23 
11 28 
11 21 
14 15 
15 22 
17 17 
19 16 
23 9 
23 13 
12 12 
22 9 
6 31 
10 21 
13 18 
20 16 
19 15 
6 25 
5 19 
19 14 
21 13 
16 17 
19 18 
22 9 
9 19 
22 15 
12 17 
16 17 
19 16 
14 22 
25 22 
18 21 
15 16 
8 33 
19 14 
16 3 
11 12 
16 24 
11 10 
16 24 
10 22 
26 14 
15 18 
13 12 
18 1 
11 9 
8 9 
31 7 
18 26 
6 29 
9 15 
31 3 
13 13 
22 25 
9 17 
18 11 
16 16 
10 22 
16 18 
21 13 
20 13 
4 20 
21 20 
17 23 
10 18 
10 19 
27 13 
24 7 
9 33 
25 11 
24 23 
6 12 
4 22 
9 12 
10 30 
18 13 
7 33 
16 17 
28 4 
13 20 
5 6 
14 26 
21 25 
30 3 
8 23 
19 10 
10 18 
14 28 
29 12 
13 21 
7 20 
7 10 
21 12 
19 24 
10 10 
13 15 
7 23 
27 5 
14 22 
17 16 
6 20 
18 25 
28 20 
5 26 
7 26 
17 25 
13 8 
18 7 
18 14 
17 17 
13 24 
22 12 
20 8 
13 9 
22 9 
20 17 
19 15 
32 1 
10 15 
12 17 
9 17 
12 34 
13 15 
15 9 
23 7 
21 9 
27 11 
16 29 
21 17 
6 26 
22 17 
14 22 
11 26 
20 5 
17 16 
21 21 
21 23 
20 13 
17 23 
19 22 
13 27 
12 21 
22 25 
10 16 
11 22 
13 27 
16 3 
10 18 
29 7 
21 27 
20 22 
10 13 
14 18 
9 22 
23 16 
18 15 
34 7 
16 29 
22 8 
16 21 
7 23 
29 10 
31 3 
15 27 
15 16 
16 38 
17 7 
14 18 
21 24 
12 15 
37 9 
17 19 
8 24 
16 18 
20 16 
18 17 
20 7 
15 14 
11 19 
14 7 
9 18 
14 27 
18 0 
6 8 
19 13 
12 15 
10 21 
3 20 
