0 26 139 492 188 25 0 0 0 
0 7 207 389 204 11 0 0 0 
0 11 159 428 181 15 0 0 0 
0 3 183 422 184 16 0 0 0 
0 29 173 455 214 13 0 0 0 
0 20 160 431 190 42 3 0 0 
1 29 238 302 203 15 0 0 0 
0 30 170 444 171 13 0 0 0 
0 10 124 418 120 20 0 0 0 
0 13 204 459 160 32 0 0 0 
1 30 178 396 169 10 0 0 0 
0 21 218 484 201 16 4 0 0 
0 19 148 392 183 30 2 0 0 
0 43 176 391 215 12 1 0 0 
0 21 152 422 220 25 0 0 0 
0 10 147 413 201 27 0 0 0 
0 13 142 410 165 22 2 0 0 
2 33 184 404 173 24 0 0 0 
0 23 202 392 208 29 0 0 0 
0 18 189 373 151 17 0 0 0 
0 4 217 382 121 12 0 0 0 
0 19 197 408 225 13 0 0 0 
0 37 155 421 169 20 0 0 0 
0 15 148 373 120 8 0 0 0 
0 16 212 383 176 15 0 0 0 
0 14 182 371 137 8 0 0 0 
20 55 132 406 180 13 0 0 0 
0 22 173 447 137 23 0 0 0 
0 13 168 431 180 10 2 0 0 
0 16 199 410 214 11 0 0 0 
0 14 187 471 199 26 7 0 0 
0 25 188 428 195 26 0 0 0 
0 9 186 421 164 28 14 0 0 
0 17 147 367 213 16 0 0 0 
0 14 163 407 175 6 1 0 0 
0 14 117 389 185 21 0 0 0 
0 19 153 418 207 7 0 0 0 
0 22 194 451 175 32 0 0 0 
0 13 221 396 186 20 0 0 0 
0 22 236 407 232 31 0 0 0 
0 5 206 408 152 8 1 0 0 
0 13 175 426 152 10 0 0 0 
0 27 212 432 153 4 0 0 0 
0 10 196 432 240 16 0 0 0 
0 21 214 434 173 10 0 0 0 
0 7 207 400 88 26 0 0 0 
0 8 199 426 155 22 0 0 0 
0 19 182 409 147 21 0 0 0 
0 22 232 436 182 24 2 0 0 
0 19 144 416 162 13 6 0 0 
0 23 156 477 153 23 0 0 0 
0 23 153 382 119 15 0 0 0 
0 10 195 467 188 28 0 0 0 
0 16 134 443 203 4 0 0 0 
0 60 140 372 132 12 0 0 0 
5 22 202 443 149 23 2 0 0 
0 15 201 461 170 21 0 0 0 
0 9 221 404 188 24 0 0 0 
0 19 158 392 178 35 0 0 0 
0 16 158 471 184 11 0 0 0 
0 24 154 408 156 6 0 0 0 
2 14 148 404 185 25 0 0 0 
0 27 240 359 143 21 0 0 0 
1 36 194 489 171 9 0 0 0 
