0 54 75 
0 46 12 
0 17 111 
0 44 84 
0 16 80 
0 33 87 
0 9 77 
0 43 52 
0 56 50 
0 39 86 
0 44 126 
0 31 31 
0 32 136 
0 5 112 
0 20 25 
0 36 41 
0 22 62 
0 20 35 
0 29 101 
0 23 55 
0 7 53 
0 26 63 
0 14 71 
0 29 30 
0 7 41 
0 38 36 
0 10 107 
0 24 81 
0 17 55 
0 2 110 
0 21 101 
0 27 232 
0 14 132 
0 54 88 
0 43 80 
0 27 32 
0 16 152 
0 33 93 
0 57 183 
0 15 145 
0 6 68 
0 20 90 
0 5 46 
0 32 48 
0 59 41 
0 20 77 
0 28 79 
0 63 77 
0 70 98 
0 44 38 
0 14 93 
0 39 72 
0 22 30 
0 20 39 
0 50 60 
0 12 35 
0 14 36 
0 34 65 
0 10 59 
0 13 57 
0 24 72 
0 36 62 
0 33 124 
0 41 98 
0 56 122 
0 16 83 
0 9 70 
0 59 67 
0 14 117 
0 30 35 
0 29 149 
0 22 36 
0 11 19 
0 34 89 
0 28 101 
0 24 108 
0 86 103 
0 29 115 
0 12 53 
0 23 60 
0 11 97 
0 17 70 
0 5 105 
0 60 28 
0 67 47 
0 27 134 
0 33 53 
0 25 70 
0 21 64 
0 38 76 
0 43 85 
0 12 47 
0 15 127 
0 49 55 
0 24 280 
0 9 187 
0 16 105 
0 29 95 
0 35 95 
0 11 185 
0 16 102 
0 35 61 
0 30 188 
0 2 90 
0 15 40 
0 28 92 
0 32 54 
0 55 52 
0 15 140 
0 25 60 
0 33 95 
0 29 59 
0 37 113 
0 41 57 
0 54 68 
0 40 109 
0 42 48 
0 59 59 
0 24 147 
0 18 141 
0 20 146 
0 17 55 
0 41 192 
0 40 193 
0 9 100 
0 32 86 
0 25 84 
0 43 48 
0 53 96 
0 18 92 
0 24 37 
0 35 69 
0 44 87 
0 27 112 
0 64 84 
0 25 91 
0 28 123 
0 49 114 
0 44 58 
0 12 53 
0 39 87 
0 17 78 
0 3 52 
0 26 148 
0 45 93 
0 38 100 
0 21 83 
0 34 19 
0 31 82 
0 5 122 
0 26 32 
0 17 164 
0 20 92 
0 46 63 
0 21 79 
0 71 31 
0 28 84 
0 40 82 
0 46 55 
0 51 133 
0 16 111 
0 7 139 
0 20 38 
0 12 45 
0 16 66 
0 38 125 
0 17 61 
0 22 78 
0 27 83 
0 13 113 
0 52 81 
0 23 69 
0 33 92 
0 31 33 
0 13 72 
0 30 75 
0 20 185 
0 27 94 
0 25 137 
0 49 90 
0 21 76 
0 20 63 
0 4 81 
0 37 107 
0 69 98 
0 14 45 
0 28 74 
0 16 66 
0 46 202 
0 18 64 
0 0 16 
0 13 71 
0 24 83 
0 27 73 
0 30 126 
0 0 85 
0 9 60 
0 24 69 
0 12 72 
0 33 42 
0 9 75 
0 30 78 
0 60 111 
0 5 62 
0 22 54 
0 77 81 
0 26 62 
0 26 124 
0 28 128 
0 32 152 
0 30 101 
0 34 90 
0 50 85 
0 28 95 
0 64 48 
0 27 67 
0 19 142 
0 12 51 
0 22 65 
0 61 79 
0 63 136 
0 26 49 
0 11 67 
0 40 142 
0 27 119 
0 34 73 
0 25 82 
0 37 35 
0 45 32 
0 34 77 
0 58 81 
0 18 125 
0 28 93 
0 26 70 
0 30 123 
0 25 152 
0 30 90 
0 54 71 
0 3 271 
0 46 28 
0 37 148 
0 30 70 
0 29 74 
0 34 69 
0 34 85 
0 25 19 
0 3 75 
0 13 54 
0 63 94 
0 33 29 
0 89 61 
0 37 137 
0 17 107 
0 52 102 
0 37 171 
0 33 87 
0 7 92 
0 54 52 
0 20 24 
0 21 39 
0 22 132 
0 27 116 
0 43 34 
0 10 166 
0 25 58 
0 42 64 
0 8 130 
0 29 46 
0 11 67 
0 64 57 
0 30 119 
0 19 113 
0 28 119 
0 58 100 
0 46 142 
0 36 20 
0 38 182 
0 42 163 
0 20 134 
0 26 114 
0 12 104 
0 15 60 
0 44 65 
0 21 147 
0 30 19 
0 79 38 
0 62 59 
0 21 55 
0 29 92 
0 21 85 
0 13 80 
0 21 120 
0 34 109 
0 43 144 
0 36 101 
0 44 53 
0 31 59 
0 61 87 
0 6 75 
0 9 94 
0 61 67 
0 24 137 
0 14 39 
0 22 49 
0 22 58 
0 36 150 
0 10 88 
0 56 44 
0 13 116 
0 37 70 
0 40 88 
0 36 117 
0 70 156 
0 49 66 
0 32 56 
0 32 82 
0 45 83 
0 33 27 
0 36 54 
0 34 140 
0 27 51 
0 17 88 
0 19 65 
0 19 89 
0 11 110 
0 38 182 
0 43 69 
0 19 96 
0 40 58 
0 9 120 
0 55 166 
0 17 131 
0 88 146 
0 27 50 
0 66 79 
0 29 144 
0 14 62 
0 17 183 
0 20 142 
0 11 119 
0 22 64 
0 46 79 
0 21 49 
0 18 38 
0 20 92 
0 43 87 
0 27 40 
0 20 94 
0 61 56 
0 49 65 
0 13 107 
0 15 107 
0 46 84 
0 21 143 
0 45 70 
0 24 141 
0 19 33 
0 36 119 
0 22 73 
0 53 66 
0 18 53 
0 48 78 
0 33 111 
0 25 166 
0 57 98 
0 37 191 
0 14 92 
0 33 200 
0 36 157 
0 35 69 
0 5 71 
0 55 39 
0 13 144 
