0 64 128 
0 115 16 
0 122 72 
0 98 28 
0 80 8 
0 99 5 
0 98 22 
0 102 16 
0 70 41 
0 103 31 
0 122 6 
0 81 27 
0 64 59 
0 95 52 
0 60 12 
0 103 41 
0 69 11 
0 32 43 
0 139 15 
0 79 5 
0 98 41 
0 136 19 
0 100 54 
0 119 9 
0 72 18 
0 66 10 
0 160 10 
0 97 62 
0 119 45 
0 77 66 
0 60 17 
0 95 16 
0 120 17 
0 147 40 
0 77 11 
0 130 19 
0 101 21 
0 56 62 
0 124 0 
0 118 2 
0 149 75 
0 77 3 
0 50 1 
0 110 0 
0 119 17 
0 56 18 
0 114 105 
0 63 54 
0 84 17 
0 137 23 
0 197 80 
0 64 6 
0 105 21 
0 61 2 
0 98 30 
0 112 98 
0 88 25 
0 91 66 
0 115 30 
0 149 26 
0 98 19 
0 171 139 
0 93 97 
0 49 29 
0 166 53 
0 189 86 
0 73 21 
0 151 41 
0 113 55 
0 173 44 
0 170 54 
0 100 79 
0 132 11 
0 103 18 
0 106 39 
0 130 26 
0 126 22 
0 135 11 
0 107 36 
0 148 66 
0 114 20 
0 154 37 
0 109 9 
0 88 16 
0 99 7 
0 75 10 
0 38 64 
0 94 44 
0 167 41 
0 111 49 
0 61 9 
0 141 33 
0 122 116 
0 116 48 
0 139 54 
0 159 42 
0 191 35 
0 44 58 
0 98 2 
0 75 36 
0 72 26 
0 108 42 
0 121 48 
0 136 24 
0 140 60 
0 38 51 
0 84 17 
0 133 25 
0 88 17 
0 83 22 
0 103 36 
0 75 19 
0 91 7 
0 50 7 
0 115 34 
0 50 111 
0 40 15 
0 174 104 
0 130 33 
0 151 45 
0 106 62 
0 57 25 
0 82 25 
0 61 13 
0 109 19 
0 120 30 
0 154 31 
0 99 60 
0 66 46 
0 91 24 
0 75 51 
0 148 22 
0 107 90 
0 122 33 
0 144 73 
0 105 35 
0 86 41 
0 133 74 
0 84 44 
0 58 48 
0 106 27 
0 128 46 
0 104 63 
0 92 23 
0 112 5 
0 93 89 
0 86 20 
0 73 7 
0 169 17 
0 76 131 
0 109 145 
0 99 19 
0 76 42 
0 98 58 
0 112 25 
0 91 14 
0 127 43 
0 79 10 
0 63 11 
0 62 25 
0 113 56 
0 139 17 
0 81 13 
0 52 25 
0 117 6 
0 74 12 
0 138 100 
0 151 10 
0 143 49 
0 75 30 
0 121 43 
0 121 35 
0 176 4 
0 98 29 
0 134 31 
0 125 9 
0 50 227 
0 77 30 
0 114 24 
0 140 7 
0 102 48 
0 72 25 
0 150 39 
0 97 6 
0 55 11 
0 156 13 
0 115 41 
0 102 3 
0 89 178 
0 83 51 
0 54 85 
0 96 67 
0 53 24 
0 89 9 
0 96 0 
0 105 18 
0 113 14 
0 149 15 
0 86 13 
0 98 36 
0 122 5 
0 108 16 
0 105 68 
0 204 136 
0 87 46 
0 146 20 
0 135 14 
0 125 30 
0 104 37 
0 58 133 
0 106 47 
0 156 12 
0 112 29 
0 110 40 
0 129 0 
0 59 19 
0 134 8 
0 92 51 
0 147 16 
0 67 41 
0 102 26 
0 127 18 
0 103 127 
0 131 3 
0 151 40 
0 125 29 
0 164 46 
0 88 95 
0 105 65 
0 140 25 
0 93 9 
0 90 35 
0 98 28 
0 99 35 
0 160 33 
0 63 7 
0 144 13 
0 123 33 
0 71 21 
0 149 40 
0 178 1 
0 67 45 
0 117 38 
0 97 7 
0 162 33 
0 109 59 
0 92 32 
0 104 26 
0 66 28 
0 147 51 
0 138 36 
0 107 6 
0 171 9 
0 51 9 
0 127 19 
0 156 0 
0 72 60 
0 139 90 
0 121 62 
0 84 29 
0 121 60 
0 59 54 
0 106 67 
0 88 11 
0 124 13 
0 69 31 
0 103 17 
0 85 20 
0 68 24 
0 106 0 
0 60 5 
0 88 13 
0 102 32 
0 93 58 
0 113 50 
0 87 25 
0 85 0 
0 155 12 
0 75 36 
0 182 19 
0 90 24 
0 96 19 
0 122 31 
0 139 96 
0 100 5 
0 146 63 
0 124 22 
0 56 12 
0 172 26 
0 112 17 
0 93 70 
0 111 19 
0 104 12 
0 83 23 
0 96 19 
0 93 25 
0 154 75 
0 151 15 
0 153 23 
0 95 24 
0 102 7 
0 51 11 
0 90 80 
0 53 40 
0 65 120 
0 102 17 
0 98 54 
0 68 102 
0 60 35 
0 121 39 
0 106 27 
0 122 104 
0 114 22 
0 66 6 
0 93 12 
0 98 21 
0 106 17 
0 95 42 
0 134 12 
0 169 25 
0 86 6 
0 101 15 
0 121 48 
0 130 41 
0 112 11 
0 134 27 
0 76 15 
0 77 9 
0 111 24 
0 55 34 
0 146 34 
0 85 31 
0 107 45 
0 138 27 
0 78 129 
0 144 46 
0 57 3 
0 158 24 
0 104 1 
0 76 73 
0 127 15 
0 60 12 
0 111 116 
0 52 45 
0 80 82 
0 89 38 
0 81 52 
0 103 28 
0 61 58 
0 107 41 
0 116 27 
0 111 29 
0 98 72 
0 85 112 
0 51 23 
0 104 19 
0 62 30 
0 94 131 
0 137 49 
0 140 84 
0 137 70 
0 123 25 
0 101 38 
0 147 143 
0 105 48 
0 152 14 
0 132 18 
0 83 18 
0 160 33 
0 67 77 
0 101 33 
0 110 41 
0 154 37 
0 112 8 
0 66 95 
0 143 65 
0 160 50 
0 99 38 
0 125 59 
0 101 23 
0 85 48 
0 87 56 
0 140 31 
0 103 23 
0 109 70 
0 58 4 
0 125 66 
0 95 106 
0 93 36 
0 139 23 
0 104 18 
0 82 85 
0 107 14 
0 95 28 
0 116 91 
0 128 34 
0 95 42 
0 124 10 
0 102 26 
0 120 31 
0 103 20 
0 174 2 
0 81 107 
0 87 6 
0 118 108 
0 118 12 
0 126 13 
0 159 21 
0 121 94 
0 89 63 
0 98 10 
0 144 14 
0 80 102 
0 113 128 
0 75 32 
0 89 141 
0 120 56 
0 72 22 
0 120 8 
0 146 18 
0 113 43 
0 96 198 
0 136 32 
0 85 3 
0 91 5 
0 100 94 
0 135 8 
0 102 20 
0 98 8 
0 72 16 
0 86 53 
0 105 28 
0 124 29 
0 68 34 
0 182 48 
0 156 55 
0 108 16 
0 114 46 
0 53 20 
0 102 67 
0 76 30 
0 64 128 
0 130 32 
0 114 19 
0 210 61 
0 81 34 
0 117 53 
0 81 33 
0 87 47 
0 118 53 
0 144 33 
0 77 20 
0 109 36 
0 135 29 
0 93 126 
0 98 11 
0 74 35 
0 116 10 
0 133 54 
0 160 26 
0 129 32 
0 134 8 
0 166 41 
0 143 15 
0 85 25 
0 84 51 
0 103 41 
0 52 10 
0 132 52 
0 19 119 
0 137 8 
0 123 29 
0 79 43 
0 165 19 
0 101 51 
0 89 32 
0 150 34 
0 85 66 
0 86 7 
0 108 18 
0 64 18 
0 115 47 
0 63 132 
0 102 44 
0 118 44 
