0 27 54 
0 20 19 
0 4 119 
0 28 82 
0 25 149 
0 17 71 
0 40 77 
0 36 132 
0 42 81 
0 9 63 
0 35 80 
0 23 56 
0 20 87 
0 15 36 
0 32 66 
0 37 53 
0 25 153 
0 77 115 
0 27 40 
0 27 93 
0 27 86 
0 27 100 
0 16 135 
0 43 39 
0 35 94 
0 14 54 
0 2 151 
0 15 49 
0 34 63 
0 42 30 
0 71 122 
0 14 49 
0 34 55 
0 24 152 
0 23 123 
0 18 99 
0 67 85 
0 32 121 
0 51 84 
0 40 136 
0 25 105 
0 5 117 
0 94 106 
0 42 74 
0 15 67 
0 27 155 
0 39 180 
0 49 43 
0 49 79 
0 18 75 
0 5 110 
0 33 95 
0 13 102 
0 48 50 
0 24 76 
0 56 152 
0 22 52 
0 21 70 
0 55 99 
0 32 73 
0 34 41 
0 26 116 
0 31 80 
0 12 46 
0 51 132 
0 7 42 
0 47 119 
0 34 152 
0 30 85 
0 43 289 
0 21 48 
0 27 242 
0 27 64 
0 20 79 
0 39 78 
0 12 116 
0 16 185 
0 3 122 
0 16 131 
0 5 68 
0 29 85 
0 29 55 
0 41 79 
0 47 118 
0 6 61 
0 55 87 
0 64 102 
0 20 137 
0 13 302 
0 13 84 
0 21 117 
0 19 87 
0 24 155 
0 22 62 
0 38 90 
0 27 190 
0 18 77 
0 11 54 
0 80 151 
0 13 108 
0 3 62 
0 48 75 
0 8 231 
0 21 121 
0 38 40 
0 31 124 
0 4 62 
0 7 19 
0 38 72 
0 10 87 
0 53 111 
0 25 18 
0 22 33 
0 22 55 
0 4 236 
0 43 102 
0 38 57 
0 27 88 
0 31 244 
0 19 136 
0 37 79 
0 11 256 
0 34 39 
0 39 120 
0 35 167 
0 22 66 
0 17 108 
0 24 35 
0 78 77 
0 21 123 
0 0 251 
0 11 63 
0 22 67 
0 71 161 
0 27 142 
0 47 143 
0 17 143 
0 25 79 
0 40 94 
0 78 136 
0 29 147 
0 11 17 
0 18 31 
0 30 111 
0 49 43 
0 20 112 
0 45 40 
0 25 238 
0 62 101 
0 65 122 
0 44 73 
0 28 87 
0 57 56 
0 2 70 
0 22 160 
0 25 71 
0 17 103 
0 42 136 
0 21 111 
0 32 85 
0 18 98 
0 7 56 
0 44 72 
0 49 139 
0 50 56 
0 34 152 
0 32 32 
0 3 114 
0 20 78 
0 25 82 
0 7 100 
0 17 78 
0 51 104 
0 70 67 
0 16 126 
0 28 99 
0 38 10 
0 8 106 
0 39 98 
0 49 79 
0 44 89 
0 39 132 
0 16 76 
0 33 69 
0 13 76 
0 44 74 
0 10 96 
0 24 88 
0 24 90 
0 12 75 
0 47 49 
0 29 81 
0 17 149 
0 29 149 
0 11 83 
0 14 91 
0 26 45 
0 13 70 
0 42 56 
