0 41 82 
0 19 101 
0 32 125 
0 29 52 
0 19 126 
0 4 102 
0 40 37 
0 8 73 
0 22 75 
0 46 71 
0 8 41 
0 35 81 
0 13 120 
0 13 125 
0 26 68 
0 15 95 
0 15 88 
0 31 263 
0 11 159 
0 11 83 
0 24 111 
0 42 40 
0 10 82 
0 43 80 
0 60 51 
0 39 95 
0 28 125 
0 54 154 
0 61 91 
0 18 86 
0 48 53 
0 8 55 
0 17 85 
0 13 23 
0 33 52 
0 31 92 
0 22 173 
0 41 102 
0 19 52 
0 48 139 
0 21 63 
0 24 121 
0 44 106 
0 17 103 
0 18 113 
0 31 103 
0 15 98 
0 28 40 
0 12 106 
0 47 164 
0 18 107 
0 4 67 
0 91 134 
0 25 99 
0 18 150 
0 32 73 
0 28 202 
0 7 20 
0 10 71 
0 32 57 
0 15 158 
0 76 94 
0 52 95 
0 9 163 
0 2 129 
0 35 32 
0 4 87 
0 24 38 
0 37 53 
0 14 101 
0 19 150 
0 12 73 
0 26 38 
0 12 67 
0 22 142 
0 6 28 
0 30 70 
0 25 45 
0 25 58 
0 27 54 
0 20 175 
0 32 106 
0 17 163 
0 33 110 
0 51 107 
0 32 64 
0 5 33 
0 19 48 
0 47 106 
0 5 163 
0 8 51 
0 4 101 
0 46 89 
0 22 54 
0 21 89 
0 22 109 
0 16 111 
0 24 122 
0 33 170 
0 24 42 
0 11 66 
0 45 131 
0 6 37 
0 37 86 
0 46 55 
0 10 52 
0 28 38 
0 36 107 
0 27 167 
0 4 66 
0 8 121 
0 18 72 
0 11 128 
0 25 33 
0 28 60 
0 23 124 
0 28 81 
0 18 61 
0 19 84 
0 5 90 
0 11 75 
0 16 125 
0 18 78 
0 49 67 
0 8 104 
0 34 38 
0 35 34 
0 12 100 
0 49 53 
0 25 143 
0 32 57 
0 9 83 
0 15 101 
0 33 85 
0 38 74 
0 31 101 
0 68 54 
0 32 117 
0 37 88 
0 21 78 
0 36 143 
0 19 51 
0 14 109 
0 38 129 
0 38 128 
0 30 69 
0 28 84 
0 31 144 
0 19 125 
0 30 68 
0 29 61 
0 63 43 
0 23 65 
0 29 134 
0 6 84 
0 16 176 
0 35 58 
0 42 43 
0 40 46 
0 34 86 
0 21 46 
0 27 130 
0 18 72 
0 37 139 
0 1 91 
0 56 130 
0 22 177 
0 64 118 
0 47 139 
0 23 67 
0 43 102 
0 19 91 
0 5 148 
0 13 79 
0 23 87 
0 20 76 
0 16 171 
0 33 83 
0 17 90 
0 27 61 
0 26 45 
