106 72 15 8 
136 36 17 12 
84 63 33 21 
107 56 22 16 
111 53 21 16 
95 65 27 14 
103 51 34 13 
123 46 19 13 
113 54 21 13 
88 63 34 16 
101 45 38 17 
115 50 28 8 
122 45 24 10 
107 49 30 15 
106 51 25 19 
93 69 26 13 
118 43 20 20 
89 56 37 19 
104 63 21 13 
108 50 29 14 
106 52 26 17 
120 45 26 10 
142 36 17 6 
104 57 33 7 
110 48 29 14 
115 41 34 11 
127 33 25 16 
99 62 27 13 
100 66 27 8 
135 49 11 6 
114 47 21 19 
132 52 12 5 
120 51 23 7 
102 59 28 12 
132 51 16 2 
134 40 21 6 
110 52 24 15 
132 60 7 2 
112 55 18 16 
130 44 14 13 
115 42 32 12 
75 83 26 17 
95 58 29 19 
140 23 27 11 
124 31 29 17 
107 61 24 9 
92 48 38 23 
121 54 20 6 
106 54 28 13 
103 52 28 18 
122 55 19 5 
113 41 32 15 
103 64 22 12 
99 58 31 13 
102 59 28 12 
123 51 21 6 
110 55 25 11 
111 46 36 8 
80 58 29 34 
95 53 38 15 
119 46 22 14 
111 49 31 10 
116 50 23 12 
96 52 37 16 
106 68 15 12 
98 79 20 4 
116 42 31 12 
131 45 18 7 
86 63 31 21 
87 57 39 18 
107 49 29 16 
104 52 29 16 
123 46 18 14 
115 42 34 10 
111 60 26 4 
127 52 16 6 
88 59 34 20 
119 49 18 15 
100 53 33 15 
124 40 23 14 
117 57 18 9 
116 46 28 11 
84 61 31 25 
152 40 6 3 
99 46 39 17 
107 61 23 10 
112 42 31 16 
131 43 21 6 
122 49 19 11 
108 62 20 11 
122 57 16 6 
93 57 39 12 
126 38 26 11 
123 57 16 5 
110 54 27 10 
125 48 17 11 
111 52 24 14 
131 39 19 12 
126 43 20 12 
76 72 28 25 
111 50 28 12 
126 46 17 12 
131 41 23 6 
126 37 27 11 
107 66 17 11 
128 44 21 8 
117 49 31 4 
116 50 23 12 
94 54 37 16 
133 42 17 9 
105 39 38 19 
105 54 31 11 
111 41 31 18 
113 46 30 12 
107 62 19 13 
105 63 27 6 
118 53 20 10 
94 60 31 16 
121 43 23 14 
126 50 17 8 
128 42 16 15 
110 51 30 10 
101 69 22 9 
98 54 28 21 
154 26 15 6 
126 57 7 11 
119 48 25 9 
90 49 39 23 
119 50 26 6 
115 55 25 6 
126 54 15 6 
124 38 26 13 
97 62 26 16 
115 50 24 12 
116 50 30 5 
103 64 20 14 
116 52 28 5 
111 41 31 18 
105 66 20 10 
125 46 24 6 
109 61 20 11 
115 53 23 10 
114 46 32 9 
132 41 22 6 
109 58 20 14 
110 55 23 13 
110 56 24 11 
94 60 26 21 
93 68 29 11 
125 47 23 6 
97 66 20 18 
147 41 8 5 
117 42 26 16 
121 55 20 5 
106 66 12 17 
126 38 30 7 
122 46 25 8 
133 42 20 6 
113 58 23 7 
125 47 21 8 
137 48 10 6 
108 59 22 12 
96 45 42 18 
97 61 25 18 
109 61 22 9 
129 40 19 13 
135 40 20 6 
120 53 18 10 
120 46 22 13 
123 48 24 6 
114 51 22 14 
141 33 19 8 
103 53 25 20 
108 64 20 9 
105 62 22 12 
110 56 26 9 
119 53 19 10 
124 56 14 7 
105 54 27 15 
134 48 16 3 
97 44 30 30 
95 59 31 16 
118 59 17 7 
97 49 33 22 
119 45 24 13 
108 42 28 23 
114 38 38 11 
123 52 22 4 
132 44 17 8 
119 54 21 7 
125 46 21 9 
102 66 20 13 
119 64 13 5 
104 58 31 8 
88 62 33 18 
103 57 26 15 
104 60 24 13 
103 71 16 11 
120 46 24 11 
120 45 21 15 
122 60 12 7 
110 47 28 16 
117 53 23 8 
124 50 21 6 
109 62 22 8 
107 55 33 6 
118 50 22 11 
107 63 25 6 
97 73 22 9 
120 62 14 5 
116 49 26 10 
