0 0 545 0 0 
0 0 601 0 0 
0 0 516 3 0 
0 0 497 0 0 
0 0 610 0 0 
0 0 519 0 0 
0 0 407 0 0 
0 17 523 0 0 
0 0 624 0 0 
0 0 483 0 0 
0 118 290 0 0 
0 0 535 12 0 
0 0 528 0 0 
0 0 403 0 0 
0 0 509 0 0 
0 0 533 27 0 
0 1 569 152 0 
0 0 544 3 0 
0 0 402 0 0 
0 0 569 0 0 
0 0 461 0 0 
0 0 522 0 0 
0 0 552 0 0 
0 44 479 0 0 
0 4 521 0 0 
0 8 602 0 0 
0 0 586 0 0 
0 0 561 0 0 
0 0 404 0 0 
0 0 625 0 0 
0 0 491 0 0 
0 0 479 0 0 
0 0 490 0 0 
0 0 505 0 0 
0 0 534 0 0 
0 0 661 0 0 
0 0 536 0 0 
0 0 584 0 0 
0 0 474 0 0 
0 0 561 0 0 
0 0 613 0 0 
0 0 452 0 0 
0 0 416 0 0 
0 36 422 0 0 
0 0 493 0 0 
0 0 384 0 0 
0 0 438 0 0 
0 0 411 0 0 
0 11 536 0 0 
0 18 442 0 0 
0 0 681 0 0 
0 3 500 0 0 
0 0 518 21 0 
0 0 507 0 0 
0 0 346 0 0 
0 0 455 0 0 
0 2 489 7 0 
0 0 522 0 0 
0 0 604 0 0 
0 0 561 0 0 
0 0 659 0 0 
0 69 461 0 0 
0 0 511 0 0 
0 0 496 0 0 
0 0 432 0 0 
0 4 476 0 0 
0 0 370 0 0 
0 0 590 0 0 
0 0 487 0 0 
0 0 526 0 0 
0 0 459 0 0 
0 0 430 0 0 
0 0 408 0 0 
0 0 519 0 0 
0 0 411 0 0 
0 0 564 0 0 
0 0 421 30 0 
0 0 539 0 0 
0 0 441 0 0 
0 0 429 0 0 
0 0 467 0 0 
0 0 584 0 0 
0 0 435 0 0 
0 0 399 0 0 
0 35 554 0 0 
0 0 742 0 0 
0 0 576 0 0 
0 0 523 0 0 
0 0 578 0 0 
0 0 597 0 0 
0 0 463 0 0 
0 0 686 1 0 
0 0 433 0 0 
0 0 476 0 0 
0 0 444 0 0 
0 0 526 2 0 
0 0 513 0 0 
0 0 635 0 0 
0 0 432 0 0 
0 0 457 23 0 
0 0 528 0 0 
0 0 453 0 0 
0 6 505 0 0 
0 0 632 0 0 
0 0 441 0 0 
0 0 563 0 0 
12 0 496 0 0 
0 0 548 0 0 
0 0 561 0 0 
0 0 645 0 0 
0 0 572 0 0 
0 0 544 0 0 
0 0 436 25 0 
0 0 514 0 0 
0 0 481 6 0 
0 0 408 27 0 
0 0 506 0 0 
0 0 563 9 0 
0 0 762 0 0 
0 0 646 0 0 
0 0 479 0 0 
0 1 459 0 0 
0 0 482 0 0 
0 0 661 0 0 
0 0 472 0 0 
0 0 530 0 0 
