12 150 5 0 0 0 0 0 0 
4 175 16 0 0 0 0 0 0 
10 163 11 0 0 0 0 0 0 
8 174 19 0 0 0 0 0 0 
23 161 4 0 0 0 0 0 0 
18 146 12 0 0 0 0 0 0 
17 124 13 0 0 0 0 0 0 
20 147 10 0 0 0 0 0 0 
28 148 6 0 0 0 0 0 0 
8 138 21 0 0 0 0 0 0 
8 180 8 0 0 0 0 0 0 
28 137 7 0 0 0 0 0 0 
13 127 9 0 0 0 0 0 0 
23 148 10 0 0 0 0 0 0 
12 127 11 0 0 0 0 0 0 
10 169 15 0 0 0 0 0 0 
19 157 8 0 0 0 0 0 0 
14 161 18 0 0 0 0 0 0 
9 162 13 0 0 0 0 0 0 
7 149 10 0 0 0 0 0 0 
19 159 19 0 0 0 0 0 0 
19 153 12 0 0 0 0 0 0 
19 131 8 0 0 0 0 0 0 
10 158 13 0 0 0 0 0 0 
10 148 11 0 0 0 0 0 0 
8 140 9 0 0 0 0 0 0 
18 139 11 0 0 0 0 0 0 
21 170 7 0 0 0 0 0 0 
14 178 16 0 0 0 0 0 0 
11 141 8 0 0 0 0 0 0 
15 173 17 0 0 0 0 0 0 
16 166 18 0 0 0 0 0 0 
11 141 7 0 0 0 0 0 0 
7 130 9 0 0 0 0 0 0 
14 153 18 0 0 0 0 0 0 
16 142 7 0 0 0 0 0 0 
16 188 7 0 0 0 0 0 0 
13 149 23 0 0 0 0 0 0 
16 148 12 3 0 0 0 0 0 
7 154 18 0 0 0 0 0 0 
19 171 7 0 0 0 0 0 0 
22 134 10 0 0 0 0 0 0 
2 191 14 0 0 0 0 0 0 
14 179 11 0 0 0 0 0 0 
13 149 16 0 0 0 0 0 0 
21 131 9 0 0 0 0 0 0 
22 101 24 0 0 0 0 0 0 
11 149 20 0 0 0 0 0 0 
16 141 12 0 0 0 0 0 0 
12 162 7 0 0 0 0 0 0 
7 161 20 0 0 0 0 0 0 
4 131 10 0 0 0 0 0 0 
14 159 11 0 0 0 0 0 0 
13 144 18 0 0 0 0 0 0 
29 107 18 0 0 0 0 0 0 
20 117 7 0 0 0 0 0 0 
22 168 11 0 0 0 0 0 0 
14 159 3 0 0 0 0 0 0 
9 147 15 0 0 0 0 0 0 
22 170 16 0 0 0 0 0 0 
16 146 14 0 0 0 0 0 0 
19 138 9 0 0 0 0 0 0 
29 137 3 0 0 0 0 0 0 
21 161 6 0 0 0 0 0 0 
19 186 8 0 0 0 0 0 0 
11 157 15 0 0 0 0 0 0 
15 172 25 0 0 0 0 0 0 
20 166 8 0 0 0 0 0 0 
10 136 18 0 0 0 0 0 0 
18 170 6 0 0 0 0 0 0 
13 152 12 0 0 0 0 0 0 
7 195 15 0 0 0 0 0 0 
17 134 9 0 0 0 0 0 0 
6 146 22 0 0 0 0 0 0 
14 141 11 0 0 0 0 0 0 
13 177 11 0 0 0 0 0 0 
5 164 9 0 0 0 0 0 0 
23 150 8 0 0 0 0 0 0 
13 119 13 0 0 0 0 0 0 
11 154 12 0 0 0 0 0 0 
19 152 14 0 0 0 0 0 0 
14 168 11 0 0 0 0 0 0 
30 175 4 0 0 0 0 0 0 
23 169 20 0 0 0 0 0 0 
14 140 3 0 0 0 0 0 0 
7 181 17 0 0 0 0 0 0 
8 200 11 0 0 0 0 0 0 
26 156 15 0 0 0 0 0 0 
16 141 17 0 0 0 0 0 0 
9 178 8 0 0 0 0 0 0 
14 212 4 0 0 0 0 0 0 
15 119 12 0 0 0 0 0 0 
15 187 19 0 0 0 0 0 0 
16 153 10 0 0 0 0 0 0 
24 123 7 0 0 0 0 0 0 
19 147 14 0 0 0 0 0 0 
8 128 10 0 0 0 0 0 0 
23 193 4 0 0 0 0 0 0 
18 137 9 0 0 0 0 0 0 
25 153 7 0 0 0 0 0 0 
5 171 14 0 0 0 0 0 0 
5 153 3 0 0 0 0 0 0 
11 151 15 0 0 0 0 0 0 
10 145 20 0 0 0 0 0 0 
9 163 11 0 0 0 0 0 0 
19 157 24 0 0 0 0 0 0 
30 141 23 0 0 0 0 0 0 
30 127 13 0 0 0 0 0 0 
10 164 10 0 0 0 0 0 0 
12 161 14 0 0 0 0 0 0 
18 167 10 0 0 0 0 0 0 
17 128 4 0 0 0 0 0 0 
9 171 15 1 0 0 0 0 0 
11 159 10 0 0 0 0 0 0 
18 137 10 0 0 0 0 0 0 
12 152 12 0 0 0 0 0 0 
22 163 6 0 0 0 0 0 0 
12 143 6 1 0 0 0 0 0 
18 161 4 0 0 0 0 0 0 
10 123 9 0 0 0 0 0 0 
8 152 13 0 0 0 0 0 0 
15 168 9 0 0 0 0 0 0 
9 149 11 0 0 0 0 0 0 
11 140 19 0 0 0 0 0 0 
10 124 15 0 0 0 0 0 0 
23 125 44 0 0 0 0 0 0 
9 136 25 0 0 0 0 0 0 
12 150 24 0 0 0 0 0 0 
21 179 9 0 0 0 0 0 0 
10 164 11 0 0 0 0 0 0 
20 147 8 0 0 0 0 0 0 
8 156 6 0 0 0 0 0 0 
24 185 9 0 0 0 0 0 0 
12 158 5 0 0 0 0 0 0 
