112 55 16 18 
103 46 29 23 
89 60 29 23 
97 53 32 19 
78 62 41 20 
86 53 36 26 
72 68 30 31 
101 52 31 17 
77 51 41 32 
101 58 24 18 
88 44 33 36 
96 57 27 21 
93 52 40 16 
83 55 40 23 
90 56 31 24 
100 46 33 22 
79 45 50 27 
76 65 36 24 
103 50 31 17 
82 54 41 24 
78 73 28 22 
101 46 39 15 
83 54 42 22 
91 59 35 16 
101 55 25 20 
92 51 40 18 
98 53 30 20 
86 54 33 28 
91 50 39 21 
102 45 30 24 
94 62 22 23 
93 51 39 18 
80 59 33 29 
97 55 32 17 
82 65 39 15 
98 52 32 19 
89 58 38 16 
79 55 33 34 
87 65 32 17 
86 46 42 27 
76 66 32 27 
84 54 41 22 
73 65 46 17 
87 55 40 19 
91 48 35 27 
73 58 36 34 
89 44 32 36 
74 64 39 24 
91 49 35 26 
90 54 36 21 
83 66 32 20 
102 59 31 9 
93 51 31 26 
82 64 35 20 
92 38 49 22 
93 41 31 36 
105 53 29 14 
83 54 31 33 
97 57 36 11 
94 59 27 21 
93 54 34 20 
87 65 31 18 
91 60 32 18 
92 53 27 29 
79 65 35 22 
93 53 36 19 
91 52 45 13 
90 62 25 24 
92 55 28 26 
81 65 34 21 
92 62 25 22 
89 52 40 20 
84 61 27 29 
99 53 25 24 
84 54 41 22 
100 46 33 22 
85 57 30 29 
96 57 32 16 
84 67 34 16 
95 49 38 19 
83 51 39 28 
99 58 28 16 
96 64 23 18 
84 58 33 26 
98 47 32 24 
103 44 35 19 
85 60 30 26 
77 62 41 21 
84 62 30 25 
94 60 29 18 
85 48 38 30 
85 45 48 23 
85 44 44 28 
99 62 24 16 
82 59 39 21 
88 56 33 24 
87 52 35 27 
75 58 39 29 
92 46 33 30 
89 61 30 21 
82 56 36 27 
98 52 31 20 
83 70 32 16 
84 56 41 20 
85 59 32 25 
89 52 32 28 
96 45 40 20 
90 52 25 34 
102 51 30 18 
91 54 31 25 
93 42 41 25 
84 54 34 29 
93 55 35 18 
91 48 40 22 
100 47 37 17 
86 57 32 26 
80 57 37 27 
98 43 38 22 
98 61 21 21 
108 49 27 17 
91 58 31 21 
81 55 34 31 
98 48 30 25 
84 56 41 20 
82 48 44 27 
102 49 33 17 
91 53 29 28 
93 58 24 26 
78 54 40 29 
98 48 32 23 
90 56 26 29 
89 56 28 28 
92 48 38 23 
89 62 35 15 
94 38 33 36 
66 69 37 29 
104 41 37 19 
83 62 26 30 
80 58 34 29 
71 67 39 24 
76 55 37 33 
85 55 32 29 
65 64 43 29 
110 47 30 14 
92 55 28 26 
73 62 42 24 
99 47 38 17 
89 54 36 22 
88 56 42 15 
98 38 37 28 
91 69 24 17 
92 63 22 24 
84 62 35 20 
68 54 50 29 
82 60 33 26 
89 64 32 16 
76 60 32 33 
84 60 41 16 
94 57 35 15 
82 53 38 28 
96 55 38 12 
92 54 33 22 
112 40 30 19 
92 51 34 24 
91 53 25 32 
101 52 26 22 
80 61 35 25 
82 58 36 25 
99 58 25 19 
71 56 48 26 
88 61 29 23 
103 50 28 20 
96 64 32 9 
108 40 41 12 
115 42 29 15 
85 54 44 18 
80 61 37 23 
104 43 36 18 
90 65 31 15 
91 56 33 21 
97 52 34 18 
92 56 35 18 
91 70 24 16 
92 63 26 20 
89 58 33 21 
97 50 34 20 
71 61 33 36 
90 53 31 27 
84 58 39 20 
100 55 26 20 
83 51 39 28 
74 57 36 34 
71 69 36 25 
87 51 40 23 
86 53 35 27 
96 60 26 19 
81 65 34 21 
86 51 37 27 
91 57 33 20 
81 59 36 25 
81 62 37 21 
93 55 31 22 
92 61 26 22 
77 63 44 17 
90 57 30 24 
94 56 33 18 
83 58 35 25 
87 62 31 21 
93 51 33 24 
101 66 22 12 
82 52 42 25 
82 64 35 20 
79 58 39 25 
82 74 26 19 
91 56 32 22 
94 43 39 25 
92 67 24 18 
93 70 25 13 
100 49 34 18 
89 57 25 30 
83 59 36 23 
99 43 35 24 
89 68 25 19 
82 58 28 33 
98 58 25 20 
79 49 44 29 
82 54 38 27 
78 60 40 23 
92 62 27 20 
89 60 33 19 
91 50 39 21 
97 54 30 20 
92 71 26 12 
80 59 37 25 
80 55 47 19 
106 54 29 12 
95 42 41 23 
91 55 35 20 
74 65 35 27 
86 56 35 24 
81 61 33 26 
76 61 41 23 
96 46 36 23 
86 55 37 23 
99 58 25 19 
83 64 38 16 
90 70 21 20 
89 56 39 17 
84 73 27 17 
83 65 31 22 
