0 3 312 
0 0 324 
0 0 318 
0 0 305 
0 1 282 
0 0 283 
0 1 302 
0 0 270 
0 0 282 
0 1 278 
0 0 281 
0 0 258 
0 0 317 
0 6 342 
0 0 285 
0 0 309 
0 2 290 
0 1 317 
0 0 293 
0 0 338 
0 0 289 
0 2 267 
0 2 300 
0 0 301 
0 0 277 
0 0 316 
0 1 321 
0 1 300 
0 0 359 
0 0 317 
0 2 307 
0 0 290 
0 0 288 
0 0 304 
0 0 344 
0 2 346 
0 0 305 
0 2 295 
0 0 335 
0 0 310 
0 0 284 
0 1 307 
0 0 317 
0 0 288 
0 2 315 
0 3 363 
0 0 293 
0 5 313 
0 0 284 
0 2 320 
0 1 313 
0 0 324 
0 0 331 
0 0 286 
0 0 291 
0 1 308 
0 0 282 
0 0 311 
0 1 356 
0 0 309 
0 0 287 
0 0 288 
0 0 318 
0 0 307 
0 0 306 
0 1 359 
0 0 354 
0 0 310 
0 0 310 
0 1 321 
0 0 324 
0 0 300 
0 0 284 
0 0 323 
0 0 287 
0 0 305 
0 4 289 
0 8 319 
0 0 273 
0 0 323 
0 1 327 
0 0 299 
0 2 275 
0 0 299 
0 0 336 
0 0 304 
0 0 294 
0 0 354 
0 0 297 
0 0 287 
0 2 260 
0 0 325 
0 0 322 
0 0 277 
0 0 333 
0 0 305 
0 1 307 
0 0 318 
0 0 267 
0 1 332 
0 0 276 
0 0 295 
0 0 311 
0 0 294 
0 2 339 
0 0 322 
0 0 317 
0 0 303 
0 0 316 
0 1 315 
0 0 352 
0 0 305 
0 0 286 
0 3 356 
0 1 304 
0 0 306 
0 1 277 
0 0 311 
0 0 309 
0 7 334 
0 0 294 
0 0 281 
0 0 323 
0 0 302 
0 10 292 
0 1 309 
0 1 303 
0 3 305 
0 0 321 
0 0 261 
0 0 309 
0 1 313 
0 3 320 
0 5 304 
0 0 346 
0 0 290 
0 3 343 
0 0 297 
0 0 291 
0 0 343 
0 2 313 
0 1 320 
0 0 279 
0 0 307 
0 0 282 
0 0 307 
0 0 264 
0 3 328 
0 1 281 
0 4 318 
0 0 319 
0 0 316 
0 1 331 
0 1 346 
0 0 345 
0 0 318 
0 5 345 
0 0 303 
0 0 278 
0 0 311 
0 0 334 
0 0 307 
0 0 316 
0 0 326 
0 0 346 
0 0 307 
0 1 276 
0 0 304 
0 0 332 
0 0 324 
0 1 349 
0 0 276 
0 11 294 
0 0 322 
0 0 344 
0 0 314 
0 0 287 
0 1 263 
0 1 380 
0 0 302 
0 1 295 
0 1 339 
0 0 282 
0 0 315 
0 0 298 
0 1 315 
0 1 321 
0 0 328 
0 0 298 
0 2 310 
0 0 289 
0 0 311 
0 1 303 
0 0 283 
0 0 293 
0 0 290 
0 2 294 
0 0 346 
0 0 294 
0 0 280 
0 3 314 
0 0 315 
0 0 283 
0 0 335 
0 0 283 
0 0 313 
0 0 345 
0 0 288 
0 0 313 
0 0 334 
0 0 319 
0 0 339 
0 1 277 
0 0 305 
0 0 274 
0 0 315 
0 0 345 
0 0 288 
0 0 326 
0 3 317 
0 0 290 
0 4 311 
0 0 291 
0 0 272 
0 4 291 
0 0 389 
